Frecuencia (Hz),PSD
-7661132.812500,-79.018474204963866
-7656250.000000,-79.000742374455015
-7651367.187500,-79.003747439454884
-7646484.375000,-79.087432677013723
-7641601.562500,-79.034973926353530
-7636718.750000,-79.013170326720669
-7631835.937500,-78.986023193752729
-7626953.125000,-79.053322681924982
-7622070.312500,-79.091681186751785
-7617187.500000,-79.001445845409890
-7612304.687500,-79.022452513689984
-7607421.875000,-79.051738505264552
-7602539.062500,-79.113885070928575
-7597656.250000,-78.998797749713304
-7592773.437500,-79.004368750939506
-7587890.625000,-79.052940523209003
-7583007.812500,-79.012717023172755
-7578125.000000,-79.041653794887381
-7573242.187500,-78.995847440158826
-7568359.375000,-79.013130374167716
-7563476.562500,-79.117115816942615
-7558593.750000,-79.061689823664224
-7553710.937500,-79.078968118621574
-7548828.125000,-79.007410277688621
-7543945.312500,-79.050128429929458
-7539062.500000,-79.099723535578065
-7534179.687500,-79.103292267460432
-7529296.875000,-79.130291407871709
-7524414.062500,-79.056865775756734
-7519531.250000,-79.027258991336694
-7514648.437500,-79.009020994369337
-7509765.625000,-78.981908569347979
-7504882.812500,-79.027670784638701
-7500000.000000,-79.079440572876649
-7495117.187500,-79.012852196691327
-7490234.375000,-78.976650450269958
-7485351.562500,-79.011919968141257
-7480468.750000,-79.007072933229580
-7475585.937500,-79.038525606375288
-7470703.125000,-79.030739610876424
-7465820.312500,-79.022693393103850
-7460937.500000,-79.007265420646775
-7456054.687500,-79.013409573312131
-7451171.875000,-79.106160113232761
-7446289.062500,-79.147461896307249
-7441406.250000,-79.049964794065318
-7436523.437500,-79.077256220862793
-7431640.625000,-79.087936612682455
-7426757.812500,-79.073123279039294
-7421875.000000,-79.018326066985594
-7416992.187500,-78.921284019732340
-7412109.375000,-78.927513915855243
-7407226.562500,-78.985902433896086
-7402343.750000,-78.951702848694950
-7397460.937500,-78.962454814659125
-7392578.125000,-79.009949444959531
-7387695.312500,-78.987243884463197
-7382812.500000,-78.949568247887797
-7377929.687500,-78.974905775955904
-7373046.875000,-79.004248514338300
-7368164.062500,-78.976765569157649
-7363281.250000,-79.000672978022692
-7358398.437500,-78.949980377725126
-7353515.625000,-79.025046012370382
-7348632.812500,-79.010201294106551
-7343750.000000,-79.019671411652652
-7338867.187500,-79.003973258902832
-7333984.375000,-79.090762144498100
-7329101.562500,-79.043244442502939
-7324218.750000,-79.020018139849554
-7319335.937500,-78.999816284124250
-7314453.125000,-78.976459926387804
-7309570.312500,-79.071934881524740
-7304687.500000,-79.054755403499200
-7299804.687500,-79.033612545006264
-7294921.875000,-79.030474176223137
-7290039.062500,-79.050709650850081
-7285156.250000,-79.069007602152141
-7280273.437500,-79.060408678876087
-7275390.625000,-79.091686834512757
-7270507.812500,-78.995706426925452
-7265625.000000,-78.952652143586988
-7260742.187500,-79.014758820967330
-7255859.375000,-79.095102453315505
-7250976.562500,-79.081972565900116
-7246093.750000,-79.019426961554075
-7241210.937500,-79.004255273631415
-7236328.125000,-79.007688542564622
-7231445.312500,-79.019876986032969
-7226562.500000,-79.061596798517414
-7221679.687500,-79.017166765394123
-7216796.875000,-78.973467459854049
-7211914.062500,-79.009419772107691
-7207031.250000,-79.052669882265477
-7202148.437500,-79.068546756288754
-7197265.625000,-79.001620925830650
-7192382.812500,-79.041025830999615
-7187500.000000,-79.098180547592989
-7182617.187500,-79.071899922326594
-7177734.375000,-79.106441298257991
-7172851.562500,-79.079187850101590
-7167968.750000,-79.042114988062963
-7163085.937500,-79.074084744392707
-7158203.125000,-79.059429110981554
-7153320.312500,-79.041615318623158
-7148437.500000,-78.982986056705840
-7143554.687500,-79.030709067937892
-7138671.875000,-79.093849440286803
-7133789.062500,-79.114232214434807
-7128906.250000,-79.032370428882345
-7124023.437500,-79.000184685652911
-7119140.625000,-78.999884419388863
-7114257.812500,-79.040447800572537
-7109375.000000,-79.076144987626023
-7104492.187500,-78.976021292395572
-7099609.375000,-78.961620583773438
-7094726.562500,-78.977503101000096
-7089843.750000,-78.989054998902375
-7084960.937500,-79.051190685280432
-7080078.125000,-78.990935755472094
-7075195.312500,-78.967184133696065
-7070312.500000,-79.006868594256972
-7065429.687500,-79.027885890644370
-7060546.875000,-79.021904426749813
-7055664.062500,-78.970115323110932
-7050781.250000,-78.983108231589256
-7045898.437500,-79.020322189727523
-7041015.625000,-79.046271735393162
-7036132.812500,-79.055766060342236
-7031250.000000,-79.071218900110523
-7026367.187500,-79.046512173253703
-7021484.375000,-78.966403518654886
-7016601.562500,-79.072439253972689
-7011718.750000,-79.094401807687333
-7006835.937500,-79.012094355445413
-7001953.125000,-78.938286953136526
-6997070.312500,-79.014180943826787
-6992187.500000,-79.054473096443843
-6987304.687500,-79.064347059938015
-6982421.875000,-79.050312665780083
-6977539.062500,-79.060947026376610
-6972656.250000,-79.016486384173817
-6967773.437500,-79.021461045521718
-6962890.625000,-78.994248304101475
-6958007.812500,-79.000831660508069
-6953125.000000,-79.032660770048409
-6948242.187500,-79.026057328384539
-6943359.375000,-78.981117131868487
-6938476.562500,-79.082444662022397
-6933593.750000,-79.002957088140903
-6928710.937500,-79.008489716517360
-6923828.125000,-79.069069361806442
-6918945.312500,-79.072254432578021
-6914062.500000,-79.003589091752218
-6909179.687500,-79.024617241778543
-6904296.875000,-79.090698771689190
-6899414.062500,-79.007724826005841
-6894531.250000,-78.988989717700221
-6889648.437500,-78.983172922348160
-6884765.625000,-79.019716806894749
-6879882.812500,-79.009393029737993
-6875000.000000,-79.071330926646397
-6870117.187500,-79.081691380096032
-6865234.375000,-79.076770902052999
-6860351.562500,-79.053896603163224
-6855468.750000,-78.969404446517643
-6850585.937500,-79.013737829407717
-6845703.125000,-79.085783150766972
-6840820.312500,-79.024386596794699
-6835937.500000,-78.929167775702695
-6831054.687500,-78.933245243544306
-6826171.875000,-78.977844281540143
-6821289.062500,-79.061542345305924
-6816406.250000,-79.032804353309970
-6811523.437500,-78.969327929461187
-6806640.625000,-78.971272137635992
-6801757.812500,-78.982042933912140
-6796875.000000,-79.014693859482520
-6791992.187500,-79.025212911745825
-6787109.375000,-79.056146534956909
-6782226.562500,-79.048989716235994
-6777343.750000,-79.113084691034729
-6772460.937500,-79.020558534785252
-6767578.125000,-79.056019160895573
-6762695.312500,-79.070038793298394
-6757812.500000,-79.084086366822660
-6752929.687500,-79.102136469780760
-6748046.875000,-79.061002158945200
-6743164.062500,-79.002156520768523
-6738281.250000,-79.003897618709132
-6733398.437500,-79.079183180878829
-6728515.625000,-79.057733965231776
-6723632.812500,-79.059729399988342
-6718750.000000,-79.057486195491862
-6713867.187500,-78.994378698641128
-6708984.375000,-79.014991277421558
-6704101.562500,-79.027378905024605
-6699218.750000,-79.023319159007130
-6694335.937500,-78.958532377216358
-6689453.125000,-78.993405536096901
-6684570.312500,-79.125895244162862
-6679687.500000,-79.104968236520335
-6674804.687500,-79.045858894915369
-6669921.875000,-79.112652998275450
-6665039.062500,-78.983274477668488
-6660156.250000,-78.969370206205269
-6655273.437500,-78.951391695512086
-6650390.625000,-78.978962164278926
-6645507.812500,-79.008259198557170
-6640625.000000,-79.082034903141945
-6635742.187500,-79.073832087430574
-6630859.375000,-79.070743007521102
-6625976.562500,-79.048979883385385
-6621093.750000,-79.035955834165023
-6616210.937500,-79.081577481397090
-6611328.125000,-79.013875010422339
-6606445.312500,-78.999495867797989
-6601562.500000,-78.998367134277728
-6596679.687500,-79.005174562671272
-6591796.875000,-79.015823592790454
-6586914.062500,-79.068510467431807
-6582031.250000,-79.035528739240959
-6577148.437500,-79.030986801768549
-6572265.625000,-79.032833846444163
-6567382.812500,-79.023413912522102
-6562500.000000,-78.989896714731586
-6557617.187500,-78.958258688703069
-6552734.375000,-79.095121891599703
-6547851.562500,-79.061225424918675
-6542968.750000,-79.006094432272050
-6538085.937500,-78.967529446353296
-6533203.125000,-79.038007876299631
-6528320.312500,-79.020861549336814
-6523437.500000,-79.026984457585968
-6518554.687500,-79.012939544672463
-6513671.875000,-79.083972506849292
-6508789.062500,-79.017042507055635
-6503906.250000,-78.778209455347167
-6499023.437500,-78.842051867605988
-6494140.625000,-79.090546043795754
-6489257.812500,-79.045119414319828
-6484375.000000,-79.068746165050342
-6479492.187500,-79.042996277944880
-6474609.375000,-79.032458792224503
-6469726.562500,-79.024845247721643
-6464843.750000,-79.040792755179922
-6459960.937500,-79.134531304678177
-6455078.125000,-79.078798799062056
-6450195.312500,-78.973258887747690
-6445312.500000,-78.965840321071312
-6440429.687500,-79.013507501040806
-6435546.875000,-79.037827358543467
-6430664.062500,-79.153251471635286
-6425781.250000,-79.076021631917030
-6420898.437500,-79.096256068228485
-6416015.625000,-79.100560595341676
-6411132.812500,-78.941634027767847
-6406250.000000,-78.972237055154295
-6401367.187500,-79.001258640982982
-6396484.375000,-78.925697495944334
-6391601.562500,-78.767648745205577
-6386718.750000,-78.468770153749205
-6381835.937500,-78.458136662952967
-6376953.125000,-78.437615187681942
-6372070.312500,-78.374428425095033
-6367187.500000,-78.138614807057024
-6362304.687500,-77.839717679632031
-6357421.875000,-77.526397124588001
-6352539.062500,-77.430448285334293
-6347656.250000,-77.783152600507478
-6342773.437500,-78.226077569367391
-6337890.625000,-78.479430960076570
-6333007.812500,-78.502817039891511
-6328125.000000,-78.444561893455187
-6323242.187500,-78.323024960376614
-6318359.375000,-78.175589923324821
-6313476.562500,-77.799901506635962
-6308593.750000,-77.555332088438249
-6303710.937500,-77.365992833244093
-6298828.125000,-77.295332204023396
-6293945.312500,-77.392353794600112
-6289062.500000,-77.591229796321443
-6284179.687500,-77.699833507949606
-6279296.875000,-77.696147720641733
-6274414.062500,-77.800437299396336
-6269531.250000,-77.890300064431798
-6264648.437500,-78.025736440346378
-6259765.625000,-77.979102732124886
-6254882.812500,-77.897449433562514
-6250000.000000,-77.866542680996545
-6245117.187500,-77.890271415841283
-6240234.375000,-78.028423537190690
-6235351.562500,-78.225467950638929
-6230468.750000,-78.390548154054059
-6225585.937500,-78.470741466328306
-6220703.125000,-78.528668102236864
-6215820.312500,-78.569079099002408
-6210937.500000,-78.671267477034490
-6206054.687500,-78.954333799018301
-6201171.875000,-79.083969763346644
-6196289.062500,-79.054529878423949
-6191406.250000,-79.013628921160176
-6186523.437500,-79.020509533991230
-6181640.625000,-78.979758505269359
-6176757.812500,-78.931028554400882
-6171875.000000,-78.980846640914777
-6166992.187500,-79.034120187663959
-6162109.375000,-79.029182073922115
-6157226.562500,-78.979287355609273
-6152343.750000,-79.042706973398083
-6147460.937500,-79.100349577992816
-6142578.125000,-79.052154814425222
-6137695.312500,-79.074779855212284
-6132812.500000,-79.081259418875561
-6127929.687500,-79.002498731219958
-6123046.875000,-79.013809092498278
-6118164.062500,-79.077834632337911
-6113281.250000,-79.032052927007271
-6108398.437500,-79.060766175879806
-6103515.625000,-79.054475032064616
-6098632.812500,-79.004422698554663
-6093750.000000,-78.970836167871653
-6088867.187500,-79.013824379468645
-6083984.375000,-79.024405039804421
-6079101.562500,-78.977630942614837
-6074218.750000,-78.946757393089911
-6069335.937500,-78.999517364868524
-6064453.125000,-78.993912014392066
-6059570.312500,-79.038824446669139
-6054687.500000,-78.951167654709351
-6049804.687500,-78.953242339729229
-6044921.875000,-79.045943074357524
-6040039.062500,-79.032157957246966
-6035156.250000,-79.033627625226842
-6030273.437500,-78.979529528054698
-6025390.625000,-78.955488800804702
-6020507.812500,-78.998360118464859
-6015625.000000,-78.976157109831135
-6010742.187500,-78.936826788815196
-6005859.375000,-78.920605239779093
-6000976.562500,-78.961479497971425
