Frecuencia (Hz),PSD
-7666015.625000,-78.911058387527206
-7661132.812500,-78.966745805503464
-7656250.000000,-79.042347903838333
-7651367.187500,-79.038815903388993
-7646484.375000,-79.075669874098779
-7641601.562500,-79.070911781568029
-7636718.750000,-79.062182676606000
-7631835.937500,-79.142011669297048
-7626953.125000,-79.132709674961163
-7622070.312500,-79.169155990949932
-7617187.500000,-79.186540386182102
-7612304.687500,-79.058150445369208
-7607421.875000,-79.034173832223587
-7602539.062500,-79.026156730850659
-7597656.250000,-79.161031471066934
-7592773.437500,-79.199818785886052
-7587890.625000,-79.124553907758639
-7583007.812500,-79.151301696262252
-7578125.000000,-79.072621506888737
-7573242.187500,-79.146572872359954
-7568359.375000,-79.147688215803313
-7563476.562500,-79.123902333069282
-7558593.750000,-79.036258601991975
-7553710.937500,-79.032281976687401
-7548828.125000,-79.087477193516364
-7543945.312500,-79.114239163435244
-7539062.500000,-79.049814659622598
-7534179.687500,-79.069941389488193
-7529296.875000,-79.014642588471432
-7524414.062500,-79.082064118025542
-7519531.250000,-79.140328396195983
-7514648.437500,-79.146860013979989
-7509765.625000,-79.131605485913468
-7504882.812500,-79.083928888057557
-7500000.000000,-79.081742703290260
-7495117.187500,-79.138580222520432
-7490234.375000,-79.107690477483033
-7485351.562500,-79.086730038547472
-7480468.750000,-79.195554747221905
-7475585.937500,-79.182237951506920
-7470703.125000,-79.095480875479851
-7465820.312500,-79.085670501991743
-7460937.500000,-79.006341332281778
-7456054.687500,-79.117664605331143
-7451171.875000,-79.171587152107847
-7446289.062500,-79.086564165818956
-7441406.250000,-79.023377575542526
-7436523.437500,-79.111557923105707
-7431640.625000,-79.102824609079235
-7426757.812500,-79.070527414488822
-7421875.000000,-79.085704439366907
-7416992.187500,-79.034660229505846
-7412109.375000,-78.985784071264860
-7407226.562500,-79.029770432207712
-7402343.750000,-79.058286871479538
-7397460.937500,-78.993150053641415
-7392578.125000,-79.015438298089251
-7387695.312500,-79.017587196541683
-7382812.500000,-78.988854450316737
-7377929.687500,-79.011595842519796
-7373046.875000,-79.094196612920371
-7368164.062500,-79.115465416192109
-7363281.250000,-79.071756325240472
-7358398.437500,-79.061012930825925
-7353515.625000,-79.088520227042522
-7348632.812500,-79.127127237965922
-7343750.000000,-79.077528032065672
-7338867.187500,-79.101853682825805
-7333984.375000,-79.147151706142822
-7329101.562500,-79.111082667469418
-7324218.750000,-79.115798006858967
-7319335.937500,-79.215006031974099
-7314453.125000,-79.254049134261578
-7309570.312500,-79.200551236027920
-7304687.500000,-79.100288741080661
-7299804.687500,-79.123990711486897
-7294921.875000,-79.141980918526869
-7290039.062500,-79.172451692467035
-7285156.250000,-79.153095489368511
-7280273.437500,-79.163312961932746
-7275390.625000,-79.123472554830187
-7270507.812500,-79.069641127042303
-7265625.000000,-79.053340161204886
-7260742.187500,-79.122525579608805
-7255859.375000,-79.096616828092564
-7250976.562500,-79.144480236929994
