Frecuencia (Hz),PSD
-10000000.000000,-32.767696047460127
-9995117.187500,-36.351094205001800
-9990234.375000,-38.627606355050439
-9985351.562500,-39.123937298655179
-9980468.750000,-39.818451859060929
-9975585.937500,-40.183224464228616
-9970703.125000,-40.570293724425071
-9965820.312500,-40.708718303176987
-9960937.500000,-40.932276972853778
-9956054.687500,-41.302398143552040
-9951171.875000,-41.319918405625522
-9946289.062500,-41.493785633295666
-9941406.250000,-41.522266875848786
-9936523.437500,-41.257482057459782
-9931640.625000,-41.435408595381105
-9926757.812500,-41.586533010355026
-9921875.000000,-41.691851315172855
-9916992.187500,-41.753671377978506
-9912109.375000,-41.783907642786424
-9907226.562500,-41.511089371578585
-9902343.750000,-41.289990566772047
-9897460.937500,-41.929962783215650
-9892578.125000,-41.914870338085429
-9887695.312500,-42.031915717640146
-9882812.500000,-42.045118980158350
-9877929.687500,-42.021822742804382
-9873046.875000,-42.017150189361516
-9868164.062500,-42.048596812419845
-9863281.250000,-42.015361523628741
-9858398.437500,-41.967953849023715
-9853515.625000,-41.893873939447765
-9848632.812500,-41.911265398144401
-9843750.000000,-41.959095352141958
-9838867.187500,-41.854153670791774
-9833984.375000,-41.968665252581346
-9829101.562500,-41.980121993292052
-9824218.750000,-41.946951177005275
-9819335.937500,-42.017027363955165
-9814453.125000,-41.938537601691060
-9809570.312500,-41.574045196631545
-9804687.500000,-41.687566101014056
-9799804.687500,-41.927964676758116
-9794921.875000,-41.984201639682617
-9790039.062500,-42.047076248150702
-9785156.250000,-42.098583315439953
-9780273.437500,-42.132972266956720
-9775390.625000,-42.102667998913972
-9770507.812500,-42.084876344116381
-9765625.000000,-42.123366085694194
-9760742.187500,-42.090282406435549
-9755859.375000,-42.065754896842392
-9750976.562500,-42.082511184675170
-9746093.750000,-42.038157483257436
-9741210.937500,-41.912116310319398
-9736328.125000,-41.993972446105886
-9731445.312500,-42.048297639492972
-9726562.500000,-42.102278260086962
-9721679.687500,-42.082018321301646
-9716796.875000,-42.050877008493117
-9711914.062500,-41.830305270566434
-9707031.250000,-41.872417155128204
-9702148.437500,-42.013639547945218
-9697265.625000,-41.967854567691447
-9692382.812500,-42.010135924123659
-9687500.000000,-42.081006881632696
-9682617.187500,-42.056725873844996
-9677734.375000,-42.150034458560327
-9672851.562500,-42.192694979505248
-9667968.750000,-42.281483698379873
-9663085.937500,-42.157699508337032
-9658203.125000,-42.104327547585683
-9653320.312500,-42.190742949735444
-9648437.500000,-42.086152483760884
-9643554.687500,-42.024825824484623
-9638671.875000,-41.956277404357905
-9633789.062500,-42.121781247506398
-9628906.250000,-42.131130436570501
-9624023.437500,-42.070340617432016
-9619140.625000,-41.750836653197169
-9614257.812500,-41.891181667678190
-9609375.000000,-42.059412898864075
-9604492.187500,-42.150149890276857
-9599609.375000,-42.129940382455061
-9594726.562500,-42.147747921584923
-9589843.750000,-42.190963787224788
