Frequency_Hz,Power_dBm
149337890.62,-66.8690
149347656.25,-66.9021
149357421.88,-66.8616
149367187.50,-66.8476
149376953.12,-66.8237
149386718.75,-66.7932
149396484.38,-66.8081
149406250.00,-66.7342
149416015.62,-66.7460
149425781.25,-66.8878
149435546.88,-66.8840
149445312.50,-66.9034
149455078.12,-66.8167
149464843.75,-66.7942
149474609.38,-66.8135
149484375.00,-66.8270
149494140.62,-66.9176
149503906.25,-66.9350
149513671.88,-66.8608
149523437.50,-66.7646
149533203.12,-66.7922
149542968.75,-66.7929
149552734.38,-66.8545
149562500.00,-66.8939
149572265.62,-66.8047
149582031.25,-66.8093
149591796.88,-66.8635
149601562.50,-66.8302
149611328.12,-66.8418
149621093.75,-66.8329
149630859.38,-66.8696
149640625.00,-66.8486
149650390.62,-66.7898
149660156.25,-66.8172
149669921.88,-66.7427
149679687.50,-66.7365
149689453.12,-66.7398
149699218.75,-66.8494
149708984.38,-66.8678
149718750.00,-66.7980
149728515.62,-66.8511
149738281.25,-66.8616
149748046.88,-66.9064
149757812.50,-66.8717
149767578.12,-66.7909
149777343.75,-66.6994
149787109.38,-66.7469
149796875.00,-66.7923
149806640.62,-66.7346
149816406.25,-66.7360
149826171.88,-66.7399
149835937.50,-66.7656
149845703.12,-66.7833
149855468.75,-66.7984
149865234.38,-66.8388
149875000.00,-66.8432
149884765.62,-66.8225
149894531.25,-66.8350
149904296.88,-66.8198
149914062.50,-66.7900
149923828.12,-66.7760
149933593.75,-66.7590
149943359.38,-66.7978
149953125.00,-66.7866
149962890.62,-66.7553
149972656.25,-66.7705
149982421.88,-66.8092
149992187.50,-66.7594
150001953.12,-66.7280
150011718.75,-66.7588
150021484.38,-66.7740
150031250.00,-66.7896
150041015.62,-66.8517
150050781.25,-66.8705
150060546.88,-66.8125
150070312.50,-66.7304
150080078.12,-66.7851
150089843.75,-66.8317
150099609.38,-66.7618
150109375.00,-66.7262
150119140.62,-66.7682
150128906.25,-66.7312
150138671.88,-66.7453
150148437.50,-66.7797
150158203.12,-66.7920
150167968.75,-66.8571
150177734.38,-66.8151
150187500.00,-66.7988
150197265.62,-66.7792
150207031.25,-66.8162
150216796.88,-66.7395
150226562.50,-66.7643
150236328.12,-66.8543
150246093.75,-66.7892
150255859.38,-66.7566
150265625.00,-66.7175
150275390.62,-66.7188
150285156.25,-66.7773
150294921.88,-66.7496
150304687.50,-66.7852
150314453.12,-66.7198
150324218.75,-66.6858
150333984.38,-66.7608
150343750.00,-66.7791
150353515.62,-66.8281
150363281.25,-66.7609
150373046.88,-66.7380
150382812.50,-66.7543
150392578.12,-66.7333
150402343.75,-66.7129
150412109.38,-66.7056
150421875.00,-66.7540
150431640.62,-66.7872
150441406.25,-66.8370
150451171.88,-66.7441
150460937.50,-66.7441
150470703.12,-66.6573
150480468.75,-66.6903
150490234.38,-66.7409
150500000.00,-66.7522
150509765.62,-66.6644
150519531.25,-66.7713
150529296.88,-66.7924
150539062.50,-66.7517
150548828.12,-66.7455
150558593.75,-66.7264
150568359.38,-66.7420
150578125.00,-66.7496
150587890.62,-66.7414
150597656.25,-66.8165
150607421.88,-66.7996
150617187.50,-66.7416
150626953.12,-66.7000
150636718.75,-66.6905
150646484.38,-66.6899
150656250.00,-66.7084
150666015.62,-66.7238
150675781.25,-66.7313
150685546.88,-66.7522
150695312.50,-66.7356
150705078.12,-66.6627
150714843.75,-66.7139
150724609.38,-66.7492
150734375.00,-66.7138
150744140.62,-66.7545
150753906.25,-66.7530
150763671.88,-66.7174
150773437.50,-66.7284
150783203.12,-66.7151
150792968.75,-66.8251
150802734.38,-66.7409
150812500.00,-66.7303
150822265.62,-66.7328
150832031.25,-66.7972
150841796.88,-66.8486
150851562.50,-66.7458
150861328.12,-66.7196
150871093.75,-66.7290
150880859.38,-66.7303
150890625.00,-66.7039
150900390.62,-66.7317
150910156.25,-66.6596
150919921.88,-66.6656
150929687.50,-66.7186
150939453.12,-66.7683
150949218.75,-66.7622
150958984.38,-66.7612
150968750.00,-66.6944
150978515.62,-66.7266
150988281.25,-66.7677
150998046.88,-66.6951
151007812.50,-66.7388
151017578.12,-66.7951
151027343.75,-66.7374
151037109.38,-66.6892
151046875.00,-66.6742
151056640.62,-66.7463
151066406.25,-66.6855
151076171.88,-66.6505
151085937.50,-66.6781
151095703.12,-66.6925
151105468.75,-66.7191
151115234.38,-66.7624
151125000.00,-66.8146
151134765.62,-66.8132
151144531.25,-66.7962
151154296.88,-66.7936
151164062.50,-66.7537
151173828.12,-66.7164
151183593.75,-66.8019
151193359.38,-66.7398
151203125.00,-66.7635
151212890.62,-66.8051
151222656.25,-66.8044
151232421.88,-66.7431
151242187.50,-66.7647
151251953.12,-66.8163
151261718.75,-66.7578
151271484.38,-66.7749
151281250.00,-66.7612
151291015.62,-66.7369
151300781.25,-66.7604
151310546.88,-66.7282
151320312.50,-66.7304
151330078.12,-66.7397
151339843.75,-66.7364
151349609.38,-66.8335
151359375.00,-66.7916
151369140.62,-66.7787
151378906.25,-66.8108
151388671.88,-66.8358
151398437.50,-66.7796
151408203.12,-66.7865
151417968.75,-66.8004
151427734.38,-66.7626
151437500.00,-66.7834
151447265.62,-66.7708
151457031.25,-66.7604
151466796.88,-66.7713
151476562.50,-66.7961
151486328.12,-66.7688
151496093.75,-66.7811
151505859.38,-66.7952
151515625.00,-66.7815
151525390.62,-66.7624
151535156.25,-66.7783
151544921.88,-66.7484
151554687.50,-66.8035
151564453.12,-66.7651
151574218.75,-66.7513
151583984.38,-66.8361
151593750.00,-66.8081
151603515.62,-66.8363
151613281.25,-66.8729
151623046.88,-66.8684
151632812.50,-66.8347
151642578.12,-66.8297
151652343.75,-66.7534
151662109.38,-66.7218
151671875.00,-66.7625
151681640.62,-66.8243
151691406.25,-66.8649
151701171.88,-66.8476
151710937.50,-66.8017
151720703.12,-66.9034
151730468.75,-66.8698
151740234.38,-66.8229
151750000.00,-66.8232
151759765.62,-66.7894
151769531.25,-66.7198
151779296.88,-66.7784
151789062.50,-66.8527
151798828.12,-66.7732
151808593.75,-66.7691
151818359.38,-66.8158
151828125.00,-66.7642
151837890.62,-66.8414
151847656.25,-66.8198
151857421.88,-66.7582
151867187.50,-66.7962
151876953.12,-66.7955
151886718.75,-66.8330
151896484.38,-66.7800
151906250.00,-66.7613
151916015.62,-66.7996
151925781.25,-66.9116
151935546.88,-66.8663
151945312.50,-66.7949
151955078.12,-66.6863
151964843.75,-66.7331
151974609.38,-66.7376
151984375.00,-65.7037
151994140.62,-56.7319
152003906.25,-56.1557
152013671.88,-64.9403
152023437.50,-66.6378
152033203.12,-66.6857
152042968.75,-66.8261
152052734.38,-66.8081
152062500.00,-66.7619
152072265.62,-66.7820
152082031.25,-66.7958
152091796.88,-66.7564
152101562.50,-66.8050
152111328.12,-66.7766
152121093.75,-66.7830
152130859.38,-66.9087
152140625.00,-66.8585
152150390.62,-66.8963
152160156.25,-66.8557
152169921.88,-66.8229
152179687.50,-66.8094
152189453.12,-66.8336
152199218.75,-66.7420
152208984.38,-66.7810
152218750.00,-66.8729
152228515.62,-66.8036
152238281.25,-66.6926
152248046.88,-66.7625
152257812.50,-66.7937
152267578.12,-66.7988
152277343.75,-66.8314
152287109.38,-66.8720
152296875.00,-66.8118
152306640.62,-66.7858
152316406.25,-66.7866
152326171.88,-66.8350
152335937.50,-66.8431
152345703.12,-66.7330
152355468.75,-66.7015
152365234.38,-66.7934
152375000.00,-66.8107
152384765.62,-66.8749
152394531.25,-66.7950
152404296.88,-66.7498
152414062.50,-66.7492
152423828.12,-66.7571
152433593.75,-66.7222
152443359.38,-66.7901
152453125.00,-66.8700
152462890.62,-66.7919
152472656.25,-66.7816
152482421.88,-66.7491
152492187.50,-66.7569
152501953.12,-66.7887
152511718.75,-66.7629
152521484.38,-66.7566
152531250.00,-66.8076
152541015.62,-66.9072
152550781.25,-66.7782
152560546.88,-66.6909
152570312.50,-66.8304
152580078.12,-66.8353
152589843.75,-66.7733
152599609.38,-66.7365
152609375.00,-66.7472
152619140.62,-66.8098
152628906.25,-66.8241
152638671.88,-66.8110
152648437.50,-66.7964
152658203.12,-66.7894
152667968.75,-66.7160
152677734.38,-66.7171
152687500.00,-66.7907
152697265.62,-66.8211
152707031.25,-66.7887
152716796.88,-66.8084
152726562.50,-66.7556
152736328.12,-66.7973
152746093.75,-66.7711
152755859.38,-66.7654
152765625.00,-66.7795
152775390.62,-66.7605
152785156.25,-66.7000
152794921.88,-66.7191
152804687.50,-66.7665
152814453.12,-66.7345
152824218.75,-66.7955
152833984.38,-66.7637
152843750.00,-66.7210
152853515.62,-66.7634
152863281.25,-66.6966
152873046.88,-66.7344
152882812.50,-66.7982
152892578.12,-66.7731
152902343.75,-66.7702
152912109.38,-66.8146
152921875.00,-66.7003
152931640.62,-66.6113
152941406.25,-66.6523
152951171.88,-66.7009
152960937.50,-66.6789
152970703.12,-66.6849
152980468.75,-66.6865
152990234.38,-66.6858
153000000.00,-66.6084
153009765.62,-66.6251
153019531.25,-66.6233
153029296.88,-66.5903
153039062.50,-66.6803
153048828.12,-66.6513
153058593.75,-66.7219
153068359.38,-66.7382
153078125.00,-66.6742
153087890.62,-66.7154
153097656.25,-66.6819
153107421.88,-66.6309
153117187.50,-66.6464
153126953.12,-66.7225
153136718.75,-66.7143
153146484.38,-66.6975
153156250.00,-66.7500
153166015.62,-66.6272
153175781.25,-66.6291
153185546.88,-66.7049
153195312.50,-66.7007
153205078.12,-66.6941
153214843.75,-66.6487
153224609.38,-66.7087
153234375.00,-66.7209
153244140.62,-66.6471
153253906.25,-66.6530
153263671.88,-66.6710
153273437.50,-66.6973
153283203.12,-66.6700
153292968.75,-66.6388
153302734.38,-66.6306
153312500.00,-66.6402
153322265.62,-66.6600
153332031.25,-66.7230
153341796.88,-66.6866
153351562.50,-66.6868
153361328.12,-66.6628
153371093.75,-66.6860
153380859.38,-66.7201
153390625.00,-66.7229
153400390.62,-66.7306
153410156.25,-66.6887
153419921.88,-66.7191
153429687.50,-66.6686
153439453.12,-66.6127
153449218.75,-66.6135
153458984.38,-66.6325
153468750.00,-66.6308
153478515.62,-66.6192
153488281.25,-66.6280
153498046.88,-66.7036
153507812.50,-66.7814
153517578.12,-66.7292
153527343.75,-66.6669
153537109.38,-66.6079
153546875.00,-66.6023
153556640.62,-66.6100
153566406.25,-66.5965
153576171.88,-66.6002
153585937.50,-66.5889
153595703.12,-66.6000
153605468.75,-66.6373
153615234.38,-66.6323
153625000.00,-66.6267
153634765.62,-66.6121
153644531.25,-66.6566
153654296.88,-66.6189
153664062.50,-66.6676
153673828.12,-66.6747
153683593.75,-66.6776
153693359.38,-66.7104
153703125.00,-66.6661
153712890.62,-66.6292
153722656.25,-66.5517
153732421.88,-66.6762
153742187.50,-66.7009
153751953.12,-66.7008
153761718.75,-66.6508
153771484.38,-66.6473
153781250.00,-66.6499
153791015.62,-66.6902
153800781.25,-66.6111
153810546.88,-66.6662
153820312.50,-66.7138
153830078.12,-66.6692
153839843.75,-66.6687
153849609.38,-66.6991
153859375.00,-66.6457
153869140.62,-66.6143
153878906.25,-66.6023
153888671.88,-66.6752
153898437.50,-66.6883
153908203.12,-66.6373
153917968.75,-66.7011
153927734.38,-66.7014
153937500.00,-66.7045
153947265.62,-66.6626
153957031.25,-66.6410
153966796.88,-66.6983
153976562.50,-66.6257
153986328.12,-66.6559
153996093.75,-66.6781
154005859.38,-66.7068
154015625.00,-66.7168
154025390.62,-66.7114
154035156.25,-66.6972
154044921.88,-66.6155
154054687.50,-66.5909
154064453.12,-66.6474
154074218.75,-66.6649
154083984.38,-66.6370
154093750.00,-66.6568
154103515.62,-66.7247
154113281.25,-66.6204
154123046.88,-66.5602
154132812.50,-66.6221
154142578.12,-66.7274
154152343.75,-66.7065
154162109.38,-66.6666
154171875.00,-66.6967
154181640.62,-66.7368
154191406.25,-66.7238
154201171.88,-66.7089
154210937.50,-66.6429
154220703.12,-66.6395
154230468.75,-66.7454
154240234.38,-66.7576
154250000.00,-66.7636
154259765.62,-66.6979
154269531.25,-66.7059
154279296.88,-66.7485
154289062.50,-66.7024
154298828.12,-66.7563
154308593.75,-66.7494
154318359.38,-66.6850
154328125.00,-66.6723
154337890.62,-66.7088
154347656.25,-66.6474
154357421.88,-66.6738
154367187.50,-66.6763
154376953.12,-66.6674
154386718.75,-66.7091
154396484.38,-66.7417
154406250.00,-66.7618
154416015.62,-66.6859
154425781.25,-66.7089
154435546.88,-66.7417
154445312.50,-66.6647
154455078.12,-66.6973
154464843.75,-66.8218
154474609.38,-66.7734
154484375.00,-66.8537
154494140.62,-66.8118
154503906.25,-66.7484
154513671.88,-66.7192
154523437.50,-66.7449
154533203.12,-66.7413
154542968.75,-66.6392
154552734.38,-66.7081
154562500.00,-66.6766
154572265.62,-66.6488
154582031.25,-66.7096
154591796.88,-66.7968
154601562.50,-66.7751
154611328.12,-66.7934
154621093.75,-66.7445
154630859.38,-66.7300
154640625.00,-66.7292
154650390.62,-66.7684
154660156.25,-66.7409
154669921.88,-66.7923
154679687.50,-66.7858
154689453.12,-66.6946
154699218.75,-66.6503
154708984.38,-66.7398
154718750.00,-66.7249
154728515.62,-66.7240
154738281.25,-66.7911
154748046.88,-66.7365
154757812.50,-66.7465
154767578.12,-66.7345
154777343.75,-66.7343
154787109.38,-66.7328
154796875.00,-66.6603
154806640.62,-66.6738
154816406.25,-66.7046
154826171.88,-66.8673
154835937.50,-66.8374
154845703.12,-66.7924
154855468.75,-66.7910
154865234.38,-66.8108
154875000.00,-66.7537
154884765.62,-66.7832
154894531.25,-66.8002
154904296.88,-66.8018
154914062.50,-66.8348
154923828.12,-66.8067
154933593.75,-66.6930
154943359.38,-66.6323
154953125.00,-66.7752
154962890.62,-66.8353
154972656.25,-66.7506
154982421.88,-66.7578
154992187.50,-66.7295
155001953.12,-66.6468
155011718.75,-66.7318
155021484.38,-66.7961
155031250.00,-66.7923
155041015.62,-66.7641
155050781.25,-66.7555
155060546.88,-66.8010
155070312.50,-66.7778
155080078.12,-66.8121
155089843.75,-66.8550
155099609.38,-66.7710
155109375.00,-66.6887
155119140.62,-66.7457
155128906.25,-66.7084
155138671.88,-66.7313
155148437.50,-66.7753
155158203.12,-66.7481
155167968.75,-66.7082
155177734.38,-66.6881
155187500.00,-66.7738
155197265.62,-66.7341
155207031.25,-66.7249
155216796.88,-66.8004
155226562.50,-66.7782
155236328.12,-66.7740
155246093.75,-66.7267
155255859.38,-66.7319
155265625.00,-66.7309
155275390.62,-66.7830
155285156.25,-66.7990
155294921.88,-66.6701
155304687.50,-66.7189
155314453.12,-66.7552
155324218.75,-66.6953
155333984.38,-66.6769
155343750.00,-66.6976
155353515.62,-66.7218
155363281.25,-66.7641
155373046.88,-66.7247
155382812.50,-66.7620
155392578.12,-66.7866
155402343.75,-66.7328
155412109.38,-66.6447
155421875.00,-66.6343
155431640.62,-66.7331
155441406.25,-66.7572
155451171.88,-66.7743
155460937.50,-66.7493
155470703.12,-66.6902
155480468.75,-66.6851
155490234.38,-66.7037
155500000.00,-66.6633
155509765.62,-66.6871
155519531.25,-66.7325
155529296.88,-66.7330
155539062.50,-66.7891
155548828.12,-66.7275
155558593.75,-66.7212
155568359.38,-66.7243
155578125.00,-66.7048
155587890.62,-66.6839
155597656.25,-66.6872
155607421.88,-66.6453
155617187.50,-66.6894
155626953.12,-66.7419
155636718.75,-66.7426
155646484.38,-66.7767
155656250.00,-66.7331
155666015.62,-66.7349
155675781.25,-66.6765
155685546.88,-66.7527
155695312.50,-66.6938
155705078.12,-66.6717
155714843.75,-66.6939
155724609.38,-66.7255
155734375.00,-66.7603
155744140.62,-66.6785
155753906.25,-66.6522
155763671.88,-66.7686
155773437.50,-66.7103
155783203.12,-66.6962
155792968.75,-66.6885
155802734.38,-66.6996
155812500.00,-66.6768
155822265.62,-66.6691
155832031.25,-66.6612
155841796.88,-66.7164
155851562.50,-66.7172
155861328.12,-66.6560
155871093.75,-66.7058
155880859.38,-66.6729
155890625.00,-66.6858
155900390.62,-66.7131
155910156.25,-66.7087
155919921.88,-66.7007
155929687.50,-66.7212
155939453.12,-66.6859
155949218.75,-66.7063
155958984.38,-66.6408
155968750.00,-66.6161
155978515.62,-66.6600
155988281.25,-66.6119
155998046.88,-66.4114
156007812.50,-66.5078
156017578.12,-66.6095
156027343.75,-66.5642
156037109.38,-66.6287
156046875.00,-66.6137
156056640.62,-66.6912
156066406.25,-66.7163
156076171.88,-66.6966
156085937.50,-66.7263
156095703.12,-66.6597
156105468.75,-66.6141
156115234.38,-66.5784
156125000.00,-66.5680
156134765.62,-66.5923
156144531.25,-66.6067
156154296.88,-66.6173
156164062.50,-66.6417
156173828.12,-66.6512
156183593.75,-66.5869
156193359.38,-66.6380
156203125.00,-66.7045
156212890.62,-66.6395
156222656.25,-66.6352
156232421.88,-66.6595
156242187.50,-66.6118
156251953.12,-66.5649
156261718.75,-66.5799
156271484.38,-66.6150
156281250.00,-66.6297
156291015.62,-66.6545
156300781.25,-66.6436
156310546.88,-66.6263
156320312.50,-66.6013
156330078.12,-66.5658
156339843.75,-66.5926
156349609.38,-66.5994
156359375.00,-66.6674
156369140.62,-66.6196
156378906.25,-66.5710
156388671.88,-66.5948
156398437.50,-66.7041
156408203.12,-66.6128
156417968.75,-66.5585
156427734.38,-66.6558
156437500.00,-66.7076
156447265.62,-66.6919
156457031.25,-66.6307
156466796.88,-66.6450
156476562.50,-66.5837
156486328.12,-66.5966
156496093.75,-66.5693
156505859.38,-66.6443
156515625.00,-66.6811
156525390.62,-66.6974
156535156.25,-66.6213
156544921.88,-66.5959
156554687.50,-66.5804
156564453.12,-66.5618
156574218.75,-66.6390
156583984.38,-66.6065
156593750.00,-66.5474
156603515.62,-66.5594
156613281.25,-66.6252
156623046.88,-66.6278
156632812.50,-66.6429
156642578.12,-66.5795
156652343.75,-66.6108
156662109.38,-66.6895
156671875.00,-66.6191
156681640.62,-66.6342
156691406.25,-66.6032
156701171.88,-66.6174
156710937.50,-66.6373
156720703.12,-66.6285
156730468.75,-66.6820
156740234.38,-66.6723
156750000.00,-66.6766
156759765.62,-66.6025
156769531.25,-66.6056
156779296.88,-66.6886
156789062.50,-66.6303
156798828.12,-66.6085
156808593.75,-66.6140
156818359.38,-66.6360
156828125.00,-66.5963
156837890.62,-66.5663
156847656.25,-66.6296
156857421.88,-66.5917
156867187.50,-66.5875
156876953.12,-66.5458
156886718.75,-66.5549
156896484.38,-66.6382
156906250.00,-66.6509
156916015.62,-66.5730
156925781.25,-66.6508
156935546.88,-66.6650
156945312.50,-66.6689
156955078.12,-66.6948
156964843.75,-66.6253
156974609.38,-66.5505
156984375.00,-66.6359
156994140.62,-66.6116
157003906.25,-66.6129
157013671.88,-66.6581
157023437.50,-66.5248
157033203.12,-66.5128
157042968.75,-66.6385
157052734.38,-66.6756
157062500.00,-66.6368
157072265.62,-66.6001
157082031.25,-66.6480
157091796.88,-66.6162
157101562.50,-66.6318
157111328.12,-66.6190
157121093.75,-66.5848
157130859.38,-66.6420
157140625.00,-66.6796
157150390.62,-66.7026
157160156.25,-66.7063
157169921.88,-66.5978
157179687.50,-66.6247
157189453.12,-66.6508
157199218.75,-66.6339
157208984.38,-66.6294
157218750.00,-66.6645
157228515.62,-66.6506
157238281.25,-66.6407
157248046.88,-66.7064
157257812.50,-66.6276
157267578.12,-66.6550
157277343.75,-66.6315
157287109.38,-66.5911
157296875.00,-66.6552
157306640.62,-66.6568
157316406.25,-66.6207
157326171.88,-66.6525
157335937.50,-66.7191
157345703.12,-66.6888
157355468.75,-66.6141
157365234.38,-66.6264
157375000.00,-66.7253
157384765.62,-66.6822
157394531.25,-66.6617
157404296.88,-66.7212
157414062.50,-66.6499
157423828.12,-66.6332
157433593.75,-66.6646
157443359.38,-66.6226
157453125.00,-66.6109
157462890.62,-66.5871
157472656.25,-66.6084
157482421.88,-66.5727
157492187.50,-66.5710
157501953.12,-66.7208
157511718.75,-66.6970
157521484.38,-66.6380
157531250.00,-66.6510
157541015.62,-66.6264
157550781.25,-66.6570
157560546.88,-66.6744
157570312.50,-66.6361
157580078.12,-66.6417
157589843.75,-66.6756
157599609.38,-66.7365
157609375.00,-66.7355
157619140.62,-66.6607
157628906.25,-66.6323
157638671.88,-66.6602
157648437.50,-66.7066
157658203.12,-66.7054
157667968.75,-66.6670
157677734.38,-66.6791
157687500.00,-66.7118
157697265.62,-66.6933
157707031.25,-66.7055
157716796.88,-66.7635
157726562.50,-66.7533
157736328.12,-66.7561
157746093.75,-66.7572
157755859.38,-66.6601
157765625.00,-66.6873
157775390.62,-66.6810
157785156.25,-66.6691
157794921.88,-66.7094
157804687.50,-66.7134
157814453.12,-66.7250
157824218.75,-66.7163
157833984.38,-66.6987
157843750.00,-66.7511
157853515.62,-66.7080
157863281.25,-66.6460
157873046.88,-66.6707
157882812.50,-66.6835
157892578.12,-66.7024
157902343.75,-66.7630
157912109.38,-66.7284
157921875.00,-66.6948
157931640.62,-66.6780
157941406.25,-66.7199
157951171.88,-66.6708
157960937.50,-66.6872
157970703.12,-66.7319
157980468.75,-66.7634
157990234.38,-66.6893
