# Timestamp: 20251217_153912
# Config: {'ip': '192.168.46.113', 'ruta_salida': '/home/gcpds/Desktop/Procesamiento_ANE2/ANE2_procesamiento/extraccion', 'frecuencia_central_hz': 98000000, 'span_hz': 20000000, 'puntos': 4096}
Frecuencia_Hz,Amplitud_dBm
89787545.79,-90.167836
89792429.79,-91.062376
89797313.80,-91.112701
89802197.80,-91.798508
89807081.81,-91.570776
89811965.81,-92.088706
89816849.82,-92.060906
89821733.82,-92.725899
89826617.83,-92.754541
89831501.83,-93.348485
89836385.84,-93.267419
89841269.84,-93.756786
89846153.85,-93.196835
89851037.85,-93.390856
89855921.86,-92.962567
89860805.86,-93.241204
89865689.87,-92.850140
89870573.87,-93.272601
89875457.88,-93.078257
89880341.88,-93.508594
89885225.89,-93.404094
89890109.89,-94.000072
89894993.89,-93.425577
89899877.90,-93.705069
89904761.90,-93.258646
89909645.91,-93.716403
89914529.91,-93.472682
89919413.92,-94.064172
89924297.92,-93.358680
89929181.93,-93.501027
89934065.93,-93.126103
89938949.94,-93.595465
89943833.94,-93.008240
89948717.95,-93.396951
89953601.95,-93.003632
89958485.96,-93.254539
89963369.96,-93.162650
89968253.97,-93.669840
89973137.97,-92.860961
89978021.98,-93.037134
89982905.98,-92.765157
89987789.99,-93.238646
89992673.99,-93.128731
89997558.00,-93.596057
90002442.00,-93.142789
90007326.01,-93.450753
90012210.01,-92.869275
90017094.02,-93.088491
90021978.02,-92.837043
90026862.03,-93.278200
90031746.03,-93.296851
90036630.04,-94.058630
90041514.04,-93.610029
90046398.05,-93.811033
90051282.05,-93.007647
90056166.06,-93.088309
90061050.06,-92.425211
90065934.07,-92.678309
90070818.07,-92.709256
90075702.08,-93.345065
90080586.08,-92.876970
90085470.09,-93.181283
90090354.09,-92.809961
90095238.10,-93.411699
90100122.10,-93.067551
90105006.11,-93.731990
90109890.11,-93.426875
90114774.11,-93.725934
90119658.12,-93.472887
90124542.12,-93.952942
90129426.13,-93.522408
90134310.13,-93.751604
90139194.14,-93.271973
90144078.14,-93.658776
90148962.15,-93.482795
90153846.15,-93.871124
90158730.16,-93.533766
90163614.16,-94.044449
90168498.17,-93.466863
90173382.17,-93.879591
90178266.18,-93.563167
90183150.18,-94.009762
90188034.19,-93.687258
90192918.19,-94.055240
90197802.20,-93.358324
90202686.20,-93.466035
90207570.21,-92.842305
90212454.21,-92.996081
90217338.22,-92.549265
90222222.22,-92.894707
90227106.23,-92.412843
90231990.23,-92.665505
90236874.24,-92.073548
90241758.24,-92.506965
90246642.25,-91.710833
90251526.25,-91.930371
90256410.26,-90.671693
90261294.26,-90.347630
90266178.27,-89.056861
90271062.27,-88.780938
90275946.28,-88.126213
90280830.28,-88.079820
90285714.29,-87.583909
90290598.29,-87.544561
90295482.30,-87.297288
90300366.30,-87.588891
90305250.31,-87.559738
90310134.31,-87.985326
90315018.32,-88.249044
90319902.32,-88.988944
90324786.32,-89.080170
90329670.33,-89.834333
90334554.33,-90.428939
90339438.34,-91.503820
90344322.34,-91.287119
90349206.35,-92.002420
90354090.35,-91.959043
90358974.36,-92.678933
90363858.36,-92.504552
90368742.37,-93.235631
90373626.37,-93.161373
90378510.38,-93.728705
90383394.38,-93.138820
90388278.39,-93.443172
90393162.39,-93.159631
90398046.40,-93.533424
90402930.40,-92.732100
90407814.41,-93.008180
90412698.41,-92.807296
90417582.42,-93.455600
90422466.42,-93.111149
90427350.43,-93.698819
90432234.43,-93.602063
90437118.44,-94.326828
90442002.44,-93.961222
90446886.45,-94.480319
90451770.45,-93.922437
90456654.46,-94.438574
90461538.46,-93.868418
90466422.47,-94.141228
90471306.47,-93.728772
90476190.48,-94.170574
90481074.48,-93.702538
90485958.49,-93.967023
90490842.49,-93.323545
90495726.50,-93.328645
90500610.50,-92.379136
90505494.51,-92.629365
90510378.51,-92.367636
90515262.52,-92.960760
90520146.52,-92.863262
90525030.53,-93.232408
90529914.53,-92.586883
90534798.53,-92.923393
90539682.54,-92.474970
90544566.54,-92.855140
90549450.55,-92.608744
90554334.55,-93.117816
90559218.56,-92.975784
90564102.56,-93.525139
90568986.57,-92.964766
90573870.57,-93.312566
90578754.58,-92.740554
90583638.58,-93.032608
90588522.59,-92.585841
90593406.59,-92.956798
90598290.60,-92.737094
90603174.60,-93.288217
90608058.61,-92.989470
90612942.61,-93.435104
90617826.62,-93.196417
90622710.62,-93.778883
90627594.63,-93.359609
90632478.63,-93.775253
90637362.64,-93.160958
90642246.64,-93.552156
90647130.65,-93.454049
90652014.65,-93.990154
90656898.66,-93.507440
90661782.66,-93.591283
90666666.67,-92.823977
90671550.67,-93.172523
90676434.68,-92.802121
90681318.68,-93.310059
90686202.69,-93.085570
90691086.69,-93.534885
90695970.70,-93.268840
90700854.70,-93.716726
90705738.71,-93.597795
90710622.71,-94.270555
90715506.72,-94.197920
90720390.72,-94.626652
90725274.73,-93.824907
90730158.73,-94.088913
90735042.74,-93.615430
90739926.74,-93.966272
90744810.74,-93.109842
90749694.75,-93.285268
90754578.75,-92.690859
90759462.76,-92.863590
90764346.76,-92.629749
90769230.77,-92.983837
90774114.77,-92.514713
90778998.78,-92.675954
90783882.78,-92.192774
90788766.79,-92.428152
90793650.79,-92.222368
