# Freq,Power
1.045090180360721499e+08,-5.966799684504938739e+01
1.045290581162324697e+08,-5.841199978827631156e+01
1.045490981963927895e+08,-5.830550567445939691e+01
1.045691382765531093e+08,-5.733637673627949027e+01
1.045891783567134291e+08,-5.644443448131739416e+01
1.046092184368737489e+08,-5.737600282162861731e+01
1.046292585170340687e+08,-5.546053625293961886e+01
1.046492985971943885e+08,-5.702860632252956918e+01
1.046693386773547083e+08,-5.890400395101936226e+01
1.046893787575150281e+08,-5.420016771011051304e+01
1.047094188376753479e+08,-5.456200947425261205e+01
1.047294589178356677e+08,-5.438232931787732838e+01
1.047494989979959875e+08,-5.462580047504921765e+01
1.047695390781563073e+08,-5.436717065112696190e+01
1.047895791583166271e+08,-5.447154962256027488e+01
1.048096192384769619e+08,-5.452346265143356163e+01
1.048296593186372817e+08,-5.407570738581340208e+01
1.048496993987976015e+08,-5.374075385317199505e+01
1.048697394789579213e+08,-5.322035440656750893e+01
1.048897795591182411e+08,-5.231928750190706978e+01
1.049098196392785609e+08,-5.414788740787474808e+01
1.049298597194388807e+08,-5.427532394313412567e+01
1.049498997995992005e+08,-5.436226001221677961e+01
1.049699398797595203e+08,-5.411717200105540115e+01
1.049899799599198401e+08,-5.279600877382121382e+01
1.050100200400801599e+08,-5.341613538758879542e+01
1.050300601202404797e+08,-5.215432438333836274e+01
1.050501002004007995e+08,-5.110449652891002614e+01
1.050701402805611193e+08,-5.342474353786492003e+01
1.050901803607214391e+08,-5.465492928147930485e+01
1.051102204408817589e+08,-5.278017596966676450e+01
1.051302605210420787e+08,-5.552154065989461174e+01
1.051503006012023985e+08,-5.346656923964987840e+01
1.051703406813627183e+08,-5.340215290181028962e+01
1.051903807615230531e+08,-5.422819568658008649e+01
1.052104208416833729e+08,-5.386739158995517585e+01
1.052304609218436927e+08,-5.311400695002085115e+01
1.052505010020040125e+08,-5.484122046542584883e+01
1.052705410821643323e+08,-5.642323608585045491e+01
1.052905811623246521e+08,-5.481092098988297323e+01
1.053106212424849719e+08,-5.470918037579914284e+01
