Frecuencia_Hz,PSD_dBm
86000000.0,-90.05947398258002
86004882.8125,-90.04202039663198
86009765.625,-90.0882926959489
86014648.4375,-90.08580006275614
86019531.25,-90.13160675182755
86024414.0625,-90.21632476163501
86029296.875,-90.20001588283515
86034179.6875,-90.23982371828609
86039062.5,-90.15844589004516
86043945.3125,-90.23879752133442
86048828.125,-90.33390935888735
86053710.9375,-90.27703075567896
86058593.75,-90.32835781551054
86063476.5625,-90.36249684943468
86068359.375,-90.5083697781591
86073242.1875,-90.5076758574339
86078125.0,-90.58391723552035
86083007.8125,-90.37138091183951
86087890.625,-90.61663834531862
86092773.4375,-90.58191424668101
86097656.25,-90.67593552545992
86102539.0625,-90.58073971784606
86107421.875,-90.61666645163268
86112304.6875,-90.5897982473976
86117187.5,-90.5832616434262
86122070.3125,-90.72773167086947
86126953.125,-90.68138297105688
86131835.9375,-90.61412945151179
86136718.75,-90.63916180231641
86141601.5625,-90.61629399514217
86146484.375,-90.609622611786
86151367.1875,-90.61091856332831
86156250.0,-90.68760552231885
86161132.8125,-90.56981905008269
86166015.625,-90.70763933599454
86170898.4375,-90.58604189549217
86175781.25,-90.74644794435378
86180664.0625,-90.50442292405322
86185546.875,-90.6362335869722
86190429.6875,-90.76201095898091
86195312.5,-90.54150296843068
86200195.3125,-90.64415373641657
86205078.125,-90.74459489131391
86209960.9375,-90.67996374808988
86214843.75,-90.70424475994014
86219726.5625,-90.60240382680638
86224609.375,-90.81619739489213
86229492.1875,-90.59505585461457
86234375.0,-90.70174185568555
86239257.8125,-90.62606807131456
86244140.625,-90.78631465983278
86249023.4375,-90.64201974155634
86253906.25,-90.67363839478568
86258789.0625,-90.63331624345693
86263671.875,-90.68311436801335
86268554.6875,-90.68471625875398
86273437.5,-90.68095347556584
86278320.3125,-90.61643829929656
86283203.125,-90.65545962973036
86288085.9375,-90.6612672863364
86292968.75,-90.64371039801136
86297851.5625,-90.69986007922358
86302734.375,-90.6491673137179
86307617.1875,-90.58473546024445
86312500.0,-90.7415545377853
86317382.8125,-90.7060847291504
86322265.625,-90.6868227669807
86327148.4375,-90.64459405743068
86332031.25,-90.61779301316054
86336914.0625,-90.61332229182494
86341796.875,-90.67635812662778
86346679.6875,-90.55961352595546
86351562.5,-90.67356159350408
86356445.3125,-90.72498307821976
86361328.125,-90.7111960672481
86366210.9375,-90.58676018204974
86371093.75,-90.7151931010753
86375976.5625,-90.6909676006108
86380859.375,-90.66725691091682
86385742.1875,-90.74860824196915
86390625.0,-90.68781056358887
86395507.8125,-90.7678891630037
86400390.625,-90.6477663467677
86405273.4375,-90.76727069175263
86410156.25,-90.61437696311967
86415039.0625,-90.74427289733757
86419921.875,-90.60111959683755
86424804.6875,-90.62911119223739
86429687.5,-90.78955969545291
86434570.3125,-90.77232078918865
86439453.125,-90.58101670404514
86444335.9375,-90.62606977764514
86449218.75,-90.57024375038066
86454101.5625,-90.62578367508729
86458984.375,-90.65321504490277
86463867.1875,-90.5948177829188
86468750.0,-90.67210203820471
86473632.8125,-90.5844535890628
86478515.625,-90.66647182547842
86483398.4375,-90.54970058775345
86488281.25,-90.42297276457194
86493164.0625,-90.54123837598479
86498046.875,-90.49014886125715
86502929.6875,-90.64703686134953
86507812.5,-90.50613814778612
86512695.3125,-90.47514124993563
86517578.125,-90.3547747094716
86522460.9375,-90.50189194977031
86527343.75,-90.39851109699646
86532226.5625,-90.39065094215997
86537109.375,-90.39027950567854
86541992.1875,-90.41900513238826
86546875.0,-90.44072428133782
86551757.8125,-90.41770441050372
86556640.625,-90.30215195751992
86561523.4375,-90.39956169282118
86566406.25,-90.32325428768314
86571289.0625,-90.1870613915095
86576171.875,-90.12225696343853
86581054.6875,-90.21530138157866
86585937.5,-90.1835977805506
86590820.3125,-90.29243429833352
86595703.125,-90.19498906347101
86600585.9375,-90.06090942047985
86605468.75,-90.24951010170182
86610351.5625,-90.27612372262115
86615234.375,-90.21762027659162
86620117.1875,-90.32471725689697
86625000.0,-90.3559752121514
86629882.8125,-90.35124394644157
86634765.625,-90.49253281340901
86639648.4375,-90.51104701832224
86644531.25,-90.47419007625143
86649414.0625,-90.46537982973956
86654296.875,-90.43522719051225
86659179.6875,-90.48608732626928
86664062.5,-90.57474360451619
86668945.3125,-90.68725491007359
86673828.125,-90.50882435067402
86678710.9375,-90.42890290436296
86683593.75,-90.59228058339056
86688476.5625,-90.6402683937078
86693359.375,-90.52407344440087
86698242.1875,-90.59670534585283
86703125.0,-90.5978767717757
86708007.8125,-90.54039360311234
86712890.625,-90.53338166522545
86717773.4375,-90.61543133633205
86722656.25,-90.68606039949628
86727539.0625,-90.61292002958288
86732421.875,-90.51119958707426
86737304.6875,-90.57068792840067
86742187.5,-90.57030726479118
86747070.3125,-90.65697460338919
86751953.125,-90.5605599355226
86756835.9375,-90.56368043807964
86761718.75,-90.55173293223197
86766601.5625,-90.59937399822334
86771484.375,-90.50197934802944
86776367.1875,-90.62665520882317
86781250.0,-90.53254676652097
86786132.8125,-90.57735671452437
86791015.625,-90.47712863566542
86795898.4375,-90.58181833074323
86800781.25,-90.58956750389206
86805664.0625,-90.43208764222271
86810546.875,-90.50358415429139
86815429.6875,-90.46219852234802
86820312.5,-90.45376302164695
86825195.3125,-90.2800420844236
86830078.125,-90.50906425197576
86834960.9375,-90.42244155307833
86839843.75,-90.53698167763261
86844726.5625,-90.5849719813898
86849609.375,-90.53120190298915
86854492.1875,-90.53411995709598
86859375.0,-90.49987064802082
86864257.8125,-90.53874782846961
86869140.625,-90.57858263605584
86874023.4375,-90.52686581080044
86878906.25,-90.50053242536484
86883789.0625,-90.43971482212311
86888671.875,-90.45787191690164
86893554.6875,-90.5405350689131
86898437.5,-90.59824376033819
86903320.3125,-90.63614016383144
86908203.125,-90.47783425250344
86913085.9375,-90.6897129195618
86917968.75,-90.56370712644022
86922851.5625,-90.56186145104513
86927734.375,-90.52743085335158
86932617.1875,-90.74384571601152
86937500.0,-90.60369177170008
86942382.8125,-90.56141690744602
86947265.625,-90.6265794707559
86952148.4375,-90.53553439559997
86957031.25,-90.5593910655314
86961914.0625,-90.74854203564036
86966796.875,-90.69058627922209
86971679.6875,-90.73328658369661
86976562.5,-90.49807309248425
86981445.3125,-90.60060338460326
86986328.125,-90.59499071979394
86991210.9375,-90.68126964557055
86996093.75,-90.66891154844723
87000976.5625,-90.46463802954395
87005859.375,-90.76496629274538
87010742.1875,-90.64283410762906
87015625.0,-90.66793479398262
87020507.8125,-90.64087857894765
87025390.625,-90.64640724127958
87030273.4375,-90.6053043959171
87035156.25,-90.57902743956606
87040039.0625,-90.55367811943105
87044921.875,-90.50353843631765
87049804.6875,-90.66980835426713
87054687.5,-90.67917488286236
87059570.3125,-90.55617712062269
