Frecuencia_Hz,PSD_dBm
98000000.0,-92.85292631960667
98004882.8125,-92.91057265284749
98009765.625,-92.90205099899413
98014648.4375,-92.72676580457767
98019531.25,-92.86005209373843
98024414.0625,-93.00593998155955
98029296.875,-92.88110316133941
98034179.6875,-92.8363149512885
98039062.5,-92.93685984617264
98043945.3125,-92.86857913684801
98048828.125,-92.85251841531687
98053710.9375,-92.82906515260999
98058593.75,-92.89795375540817
98063476.5625,-92.8509587833617
98068359.375,-92.9011591795875
98073242.1875,-92.92269190274538
98078125.0,-92.96191586707064
98083007.8125,-92.85513608415852
98087890.625,-92.98874395479785
98092773.4375,-92.99418479088527
98097656.25,-92.8636365224769
98102539.0625,-92.96402486321949
98107421.875,-92.94636723982941
98112304.6875,-92.91532735018612
98117187.5,-92.82434120595059
98122070.3125,-92.8549354293514
98126953.125,-92.85185082167513
98131835.9375,-92.88956737550063
98136718.75,-92.88611602070614
98141601.5625,-92.84596464438431
98146484.375,-92.98585802310387
98151367.1875,-92.8454758147974
98156250.0,-92.93306417667742
98161132.8125,-92.95687254355269
98166015.625,-92.85042449772166
98170898.4375,-92.8653034723308
98175781.25,-92.8826926056528
98180664.0625,-93.01405326218048
98185546.875,-92.86761852204921
98190429.6875,-92.94769230214843
98195312.5,-92.88094512317693
98200195.3125,-92.90795002112554
98205078.125,-92.98556845631265
98209960.9375,-92.96745535601886
98214843.75,-92.99109882142236
98219726.5625,-92.89880416707507
98224609.375,-92.97558550277859
98229492.1875,-92.86163471524739
98234375.0,-92.89782103577826
98239257.8125,-92.87839253437599
98244140.625,-92.78887659149967
98249023.4375,-92.90066151436005
98253906.25,-92.92386136325743
98258789.0625,-92.96450431561885
98263671.875,-92.79503982142393
98268554.6875,-92.73011691031286
98273437.5,-92.91038770709201
98278320.3125,-92.94715420108619
98283203.125,-93.02047811213237
98288085.9375,-92.99840060495819
98292968.75,-92.87288440088429
98297851.5625,-92.90819036026537
98302734.375,-92.98078851542931
98307617.1875,-92.95762093704604
98312500.0,-92.9556164983274
98317382.8125,-92.92234984511552
98322265.625,-92.90084371348576
98327148.4375,-92.92268805743322
98332031.25,-92.8171638662057
98336914.0625,-92.98233311731437
98341796.875,-92.81722942736494
98346679.6875,-92.98028525557126
98351562.5,-92.9133573790586
98356445.3125,-92.79378597234904
98361328.125,-92.96682671937356
98366210.9375,-92.89935105974081
98371093.75,-92.88913237476007
98375976.5625,-92.99439803959893
98380859.375,-92.90124775651944
98385742.1875,-92.87366115491645
98390625.0,-92.92311101685758
98395507.8125,-92.87052920414581
98400390.625,-92.92035423587026
98405273.4375,-92.93873095426196
98410156.25,-92.91435201761087
98415039.0625,-92.91174890680821
98419921.875,-92.9112575174768
98424804.6875,-92.93291075430548
98429687.5,-92.90225723885075
98434570.3125,-92.91837845169155
98439453.125,-92.93278730786182
98444335.9375,-93.00380068778531
98449218.75,-92.94123533431983
98454101.5625,-92.94903614855
98458984.375,-92.95563722669365
98463867.1875,-92.94519821681288
98468750.0,-92.83234454041553
98473632.8125,-92.92183101771406
98478515.625,-92.90185186133843
98483398.4375,-92.84616234643516
98488281.25,-92.82653573504481
98493164.0625,-92.89818777933922
98498046.875,-92.99072956965648
98502929.6875,-92.89519055486025
98507812.5,-92.74434977348105
98512695.3125,-92.720494013751
98517578.125,-92.80817425644958
98522460.9375,-92.75556601186116
98527343.75,-92.68737873123601
98532226.5625,-92.77134777159722
98537109.375,-92.74211686030787
98541992.1875,-92.5943328569162
98546875.0,-92.64560770920707
98551757.8125,-92.56311473245478
98556640.625,-92.55567096029364
98561523.4375,-92.52054061763556
98566406.25,-92.62686186698173
98571289.0625,-92.56776756372307
98576171.875,-92.45090237264574
98581054.6875,-92.44239028488752
98585937.5,-92.43283548116045
98590820.3125,-92.39236650611087
98595703.125,-92.26122048979096
98600585.9375,-92.22568462376955
98605468.75,-92.19920487239443
98610351.5625,-92.14866423596914
98615234.375,-92.19559235823522
98620117.1875,-92.08595732158778
98625000.0,-92.2271505190975
98629882.8125,-92.2703372978686
98634765.625,-92.33190617891151
98639648.4375,-92.41844395928806
98644531.25,-92.53638637463385
98649414.0625,-92.56007747819669
98654296.875,-92.53145260369473
98659179.6875,-92.63943447588335
98664062.5,-92.63774172826996
98668945.3125,-92.7244114371671
98673828.125,-92.73758045927036
98678710.9375,-92.76644952541142
98683593.75,-92.82114415851095
98688476.5625,-92.80537885198353
98693359.375,-92.7854497942389
98698242.1875,-92.84385048326502
98703125.0,-92.79048968643644
98708007.8125,-92.94030912078847
98712890.625,-92.93787495800271
98717773.4375,-92.81479670622878
98722656.25,-92.81404973378494
98727539.0625,-93.01164880509643
98732421.875,-93.01944511190533
98737304.6875,-92.95377474573252
98742187.5,-92.90976860217788
98747070.3125,-92.96808250335818
98751953.125,-92.87856935009205
98756835.9375,-93.0553199839946
98761718.75,-92.85682468967966
98766601.5625,-92.85506340310314
98771484.375,-92.80733411639957
98776367.1875,-92.90491454847282
98781250.0,-92.93627453199636
98786132.8125,-92.86642275103497
98791015.625,-92.91717663330397
98795898.4375,-92.88435591969352
98800781.25,-92.88931752335304
98805664.0625,-92.8125870719455
98810546.875,-92.94198918021888
98815429.6875,-92.87667429127035
98820312.5,-92.71239089306235
98825195.3125,-92.83513973032206
98830078.125,-92.81361914201665
98834960.9375,-92.79979516785545
98839843.75,-92.75550909820382
98844726.5625,-92.81630568615194
98849609.375,-92.77728459626104
98854492.1875,-92.72327038752658
98859375.0,-92.89361069661524
98864257.8125,-92.88132962897828
98869140.625,-92.80650906637669
98874023.4375,-92.79001321915808
98878906.25,-92.92034845597468
98883789.0625,-92.71055730171736
98888671.875,-92.75757203726317
98893554.6875,-92.7819860854944
98898437.5,-92.8695434909182
98903320.3125,-92.94192634147419
98908203.125,-92.94053961069005
98913085.9375,-92.72956468564689
98917968.75,-92.84457132145269
98922851.5625,-92.8760095595494
98927734.375,-92.86742073018706
98932617.1875,-92.78912032466948
98937500.0,-92.87154110556472
98942382.8125,-92.83300900080371
98947265.625,-92.75689204054493
98952148.4375,-92.75384530419939
98957031.25,-92.9007562102797
98961914.0625,-92.95897731998548
98966796.875,-92.98570372492853
98971679.6875,-92.8908223244301
98976562.5,-92.93624436830495
98981445.3125,-92.91293074706056
98986328.125,-92.96622658791969
98991210.9375,-92.7942078722757
98996093.75,-92.95175607472768
99000976.5625,-92.76283784331693
99005859.375,-92.80865842446613
99010742.1875,-92.82716794788118
99015625.0,-92.8064669815625
99020507.8125,-92.93255471961507
99025390.625,-92.81868994366837
99030273.4375,-92.75153813608748
99035156.25,-92.82085449191206
99040039.0625,-92.73344706071293
99044921.875,-92.77896123400998
99049804.6875,-92.7682391700408
99054687.5,-92.69904758963258
99059570.3125,-92.65791109110876
99064453.125,-92.7477436565477
99069335.9375,-92.58589685691132
99074218.75,-92.72351538511086
99079101.5625,-92.6663852546946
99083984.375,-92.56708396171496
99088867.1875,-92.56725015555014
99093750.0,-92.59128446076025
99098632.8125,-92.73318106179264
99103515.625,-92.63337926507342
99108398.4375,-92.61976538766052
99113281.25,-92.52995136841136
99118164.0625,-92.70345914060326
99123046.875,-92.52231944813391
99127929.6875,-92.57489938586943
99132812.5,-92.54171759382831
99137695.3125,-92.6671297767567
99142578.125,-92.60810247331071
99147460.9375,-92.72825116474868
99152343.75,-92.65252738978643
99157226.5625,-92.71894463266966
99162109.375,-92.65688442524328
99166992.1875,-92.71111347122365
99171875.0,-92.68808881073286
99176757.8125,-92.65703671040643
99181640.625,-92.8217711596092
99186523.4375,-92.74382436774837
99191406.25,-92.84676055246075
99196289.0625,-92.78170293061441
99201171.875,-92.85855532883542
99206054.6875,-92.88087423738085
99210937.5,-92.82325530658693
99215820.3125,-92.65525903409304
99220703.125,-92.86119067066994
99225585.9375,-92.76303374081647
99230468.75,-92.75960386752092
99235351.5625,-92.72953163637095
99240234.375,-92.69979103520382
99245117.1875,-92.82474789324954
99250000.0,-92.85202070626829
99254882.8125,-92.65041042731707
99259765.625,-92.71906120984443
99264648.4375,-92.81745812693524
99269531.25,-92.7146868880316
99274414.0625,-92.77691211865314
99279296.875,-92.69067922125313
99284179.6875,-92.66003891141901
99289062.5,-92.7189858335314
99293945.3125,-92.70601673986906
99298828.125,-92.53978784572658
99303710.9375,-92.65657991099897
99308593.75,-92.62228638922107
99313476.5625,-92.56162679294565
99318359.375,-92.69370890151839
99323242.1875,-92.63445189592284
99328125.0,-92.64094716121758
99333007.8125,-92.5510296060433
99337890.625,-92.53320884544709
99342773.4375,-92.46168555632076
99347656.25,-92.45939925635471
99352539.0625,-92.33768313606177
99357421.875,-92.39663770452785
99362304.6875,-92.4216980120325
99367187.5,-92.28986691016294
99372070.3125,-92.27838000256187
99376953.125,-92.23194522869119
99381835.9375,-92.20122179491827
99386718.75,-91.9768435807865
99391601.5625,-92.02138920731826
99396484.375,-92.11961420549105
99401367.1875,-92.02104241427406
99406250.0,-92.0643423793291
99411132.8125,-92.03261634011471
99416015.625,-92.10352540629347
99420898.4375,-91.94686522213917
99425781.25,-92.13409613666971
99430664.0625,-92.2659344837831
99435546.875,-92.2289208000806
99440429.6875,-92.3880619015049
99445312.5,-92.29208198134202
99450195.3125,-92.3955022592165
99455078.125,-92.41007948397285
99459960.9375,-92.47620038661137
99464843.75,-92.46941632022529
99469726.5625,-92.52345151839864
99474609.375,-92.6200642421415
99479492.1875,-92.63408584558954
99484375.0,-92.62759271661918
99489257.8125,-92.6034230775411
99494140.625,-92.70911677211043
99499023.4375,-92.64012508767604
99503906.25,-92.66225521193269
99508789.0625,-92.71964609695743
99513671.875,-92.67246598785474
99518554.6875,-92.66097433336802
99523437.5,-92.67447007042304
99528320.3125,-92.71020423451182
99533203.125,-92.81460744552817
99538085.9375,-92.80379047719981
99542968.75,-92.74545518878827
99547851.5625,-92.78738788457144
99552734.375,-92.84902582893025
99557617.1875,-92.6349802277108
99562500.0,-92.88547566166693
99567382.8125,-92.8901343708628
99572265.625,-92.84734335488707
99577148.4375,-92.66052802100137
99582031.25,-92.75394054875076
99586914.0625,-92.79105825861649
99591796.875,-92.85068178664784
99596679.6875,-92.81958643505038
99601562.5,-92.7521161325192
99606445.3125,-92.7908687533237
99611328.125,-92.68626152873628
99616210.9375,-92.50583610730726
99621093.75,-92.37708402213923
99625976.5625,-92.54684608741707
99630859.375,-92.48216846672759
99635742.1875,-90.55541787019732
99640625.0,-90.24301064896076
99645507.8125,-90.45597190384913
99650390.625,-91.12368015946024
99655273.4375,-90.8090147653256
99660156.25,-90.51009947802399
99665039.0625,-90.38766967821428
99669921.875,-89.81469177907888
99674804.6875,-89.37787573550582
99679687.5,-87.09501686885966
99684570.3125,-87.44247594066508
99689453.125,-87.41038131612976
99694335.9375,-85.08914269790043
99699218.75,-77.75006830388105
99704101.5625,-81.0276606956898
99708984.375,-85.15239460744243
99713867.1875,-86.09068378742091
99718750.0,-84.12973696193328
99723632.8125,-86.42371812717423
99728515.625,-87.53656453921903
99733398.4375,-87.66380772619948
99738281.25,-88.09148018379699
99743164.0625,-89.15941287512723
99748046.875,-90.09231984593137
99752929.6875,-90.60812470089098
99757812.5,-89.98042792397729
99762695.3125,-90.5724580426999
99767578.125,-92.24607148028022
99772460.9375,-92.39237378813155
99777343.75,-92.37017762886092
99782226.5625,-92.4210909877338
99787109.375,-92.78155802949885
99791992.1875,-92.67817773466894
99796875.0,-92.8162630513574
99801757.8125,-92.749951192905
99806640.625,-92.94745815989884
99811523.4375,-92.80714368571896
99816406.25,-92.78780731791485
99821289.0625,-92.88266843152712
99826171.875,-92.80890910258253
99831054.6875,-92.8531273480591
99835937.5,-92.84727213276906
99840820.3125,-92.79285992002644
99845703.125,-92.80964618612876
99850585.9375,-92.8478514612427
99855468.75,-92.74558581306627
99860351.5625,-92.82097665332012
99865234.375,-92.71978580286597
99870117.1875,-92.85462675703363
99875000.0,-92.85286350586264
99879882.8125,-92.8857357373106
99884765.625,-92.76170898455976
99889648.4375,-92.92624313757455
99894531.25,-92.83950685030544
99899414.0625,-92.95661974062799
99904296.875,-92.788437188361
99909179.6875,-92.80804580911143
99914062.5,-92.79252991015193
99918945.3125,-92.94211988554383
99923828.125,-92.91751839073993
99928710.9375,-92.79350461958936
99933593.75,-92.86699785460985
99938476.5625,-92.73549212826256
99943359.375,-92.81235927975987
99948242.1875,-92.8006817489989
99953125.0,-92.77540301887637
99958007.8125,-92.8664586936091
99962890.625,-92.89082973898334
99967773.4375,-92.73497041452958
99972656.25,-92.82431672418997
99977539.0625,-92.66218241457656
99982421.875,-92.7235117389315
99987304.6875,-92.7395770853393
99992187.5,-92.81444035476343
99997070.3125,-92.75693334564954
100001953.125,-92.60130761093794
100006835.9375,-92.82155803742813
100011718.75,-92.74102141545899
100016601.5625,-92.75865313629151
100021484.375,-92.78015058004922
100026367.1875,-92.81647072749377
100031250.0,-92.75386062769593
100036132.8125,-92.75654150778897
100041015.625,-92.78984283179011
100045898.4375,-92.79159478314119
100050781.25,-92.7198546667216
100055664.0625,-92.77679430537393
100060546.875,-92.83316248233825
100065429.6875,-92.79298279482705
100070312.5,-92.87287516204123
100075195.3125,-92.86108523981869
100080078.125,-92.78325852681363
100084960.9375,-92.95360681280934
100089843.75,-92.73910101642105
100094726.5625,-92.75262801895761
100099609.375,-92.79679048323408
100104492.1875,-92.84845274098569
100109375.0,-92.77863548729411
100114257.8125,-92.83318823712514
100119140.625,-92.91511132607695
100124023.4375,-92.7262861120266
100128906.25,-92.88770483455605
100133789.0625,-92.69679233357587
100138671.875,-92.79509118922607
100143554.6875,-92.85506101504006
100148437.5,-92.95949938690921
100153320.3125,-92.74107427897835
100158203.125,-92.79395685753553
100163085.9375,-92.77001690512486
100167968.75,-92.95580820731243
100172851.5625,-92.85760128524655
100177734.375,-92.72395444151365
100182617.1875,-92.90047137302551
100187500.0,-92.76629703399885
100192382.8125,-92.88631069318774
100197265.625,-92.69709015529773
100202148.4375,-92.8025244028795
100207031.25,-92.73208312163862
100211914.0625,-92.8366440677101
100216796.875,-92.92674115115693
100221679.6875,-92.84958077939683
100226562.5,-92.80159861249706
100231445.3125,-92.8124446877639
100236328.125,-92.77684099405798
100241210.9375,-92.83632642891226
100246093.75,-92.84120076309074
100250976.5625,-92.9748322360343
100255859.375,-92.72722303863827
100260742.1875,-92.70367522632642
100265625.0,-92.76359163049784
100270507.8125,-92.8024053315884
100275390.625,-92.82607950399299
100280273.4375,-92.69079693748802
100285156.25,-92.70490201702864
100290039.0625,-92.73186521115724
100294921.875,-92.73686911056475
100299804.6875,-92.68500521436772
100304687.5,-92.75395213579401
100309570.3125,-92.89335990537168
100314453.125,-92.87563846847848
100319335.9375,-92.66397114752903
100324218.75,-92.93037123972641
100329101.5625,-92.70082746250048
100333984.375,-92.77925320607778
100338867.1875,-92.86865266476235
100343750.0,-92.87825366918617
100348632.8125,-92.8154716365861
100353515.625,-92.82143319144149
100358398.4375,-92.74237107639382
100363281.25,-92.92501059108446
100368164.0625,-92.77559657622444
100373046.875,-92.8120247411523
100377929.6875,-92.73156109131202
100382812.5,-92.88755227899586
100387695.3125,-92.74349641873818
100392578.125,-92.81627166994247
100397460.9375,-92.79629666264228
100402343.75,-92.87192750674012
100407226.5625,-92.84929163214605
100412109.375,-92.8006718189549
100416992.1875,-92.83024942205668
100421875.0,-92.78485463171845
100426757.8125,-92.8332982468813
100431640.625,-92.83290212989417
100436523.4375,-92.8589966966496
100441406.25,-92.75689353524146
100446289.0625,-92.74811198464303
100451171.875,-92.81474734969743
100456054.6875,-92.83573527872989
100460937.5,-92.76678868869448
100465820.3125,-92.87251054468419
100470703.125,-92.80888655432855
100475585.9375,-92.70035448625305
100480468.75,-92.75920344969396
100485351.5625,-92.67803102853631
100490234.375,-92.78075829854828
100495117.1875,-92.77598354078773
100500000.0,-92.60105496256224
100504882.8125,-92.6041980296105
100509765.625,-92.6363436628692
100514648.4375,-92.52985069262147
100519531.25,-92.42514462221556
100524414.0625,-92.34114371963943
100529296.875,-92.40140367064424
100534179.6875,-92.4315294484966
100539062.5,-92.26003345951943
100543945.3125,-92.21346768427733
100548828.125,-92.06712003904599
100553710.9375,-92.08084655722078
100558593.75,-91.92937870435665
