# Timestamp: 20251218_072121
# ip: 192.168.46.113
# ruta_salida: Calibración/extraccion/Samples
# frecuencia_central_hz: 86000000
# span_hz: 20000000
# puntos: 4096
# rbw_hz: 47000
Frecuencia_Hz,Amplitud_dBm
80507936.51,-92.764565
80512820.51,-93.193743
80517704.52,-93.275902
80522588.52,-93.704905
80527472.53,-93.624424
80532356.53,-93.391214
80537240.54,-93.740535
80542124.54,-93.634149
80547008.55,-93.047003
80551892.55,-94.313438
80556776.56,-93.848568
80561660.56,-93.446918
80566544.57,-93.491934
80571428.57,-92.584822
80576312.58,-93.276618
80581196.58,-94.403983
80586080.59,-93.534969
80590964.59,-93.884692
80595848.60,-93.550181
80600732.60,-93.815256
80605616.61,-94.182905
80610500.61,-93.490990
80615384.62,-92.598581
80620268.62,-93.765858
80625152.63,-93.651753
80630036.63,-93.097550
80634920.63,-92.773369
80639804.64,-93.111890
80644688.64,-93.497569
80649572.65,-93.320436
80654456.65,-93.178111
80659340.66,-93.408066
80664224.66,-93.372250
80669108.67,-92.813378
80673992.67,-92.823623
80678876.68,-92.946110
80683760.68,-93.619300
80688644.69,-93.138211
80693528.69,-93.287299
80698412.70,-93.557670
80703296.70,-93.067540
80708180.71,-92.503163
80713064.71,-92.408657
80717948.72,-92.964623
80722832.72,-93.661506
80727716.73,-93.584194
80732600.73,-93.585764
80737484.74,-92.903535
80742368.74,-93.289039
80747252.75,-94.014248
80752136.75,-94.559728
80757020.76,-93.540251
80761904.76,-93.504000
80766788.77,-93.498026
80771672.77,-93.766394
80776556.78,-93.630444
80781440.78,-93.201914
80786324.79,-93.083646
80791208.79,-93.231253
80796092.80,-94.484118
80800976.80,-93.257092
80805860.81,-93.533577
80810744.81,-94.248264
80815628.82,-93.929710
80820512.82,-92.964099
80825396.83,-93.106254
80830280.83,-94.399552
80835164.84,-94.102338
80840048.84,-93.561061
80844932.84,-93.204287
80849816.85,-93.479605
80854700.85,-93.312263
80859584.86,-93.439662
80864468.86,-94.030627
80869352.87,-93.216959
80874236.87,-92.969342
80879120.88,-93.050577
80884004.88,-93.211319
80888888.89,-92.889037
80893772.89,-93.072253
80898656.90,-92.790858
80903540.90,-93.034471
80908424.91,-93.175928
80913308.91,-92.811820
80918192.92,-93.191627
80923076.92,-93.141458
80927960.93,-93.299360
80932844.93,-93.834735
80937728.94,-93.267519
80942612.94,-92.771099
80947496.95,-92.682343
80952380.95,-93.044504
80957264.96,-94.116210
80962148.96,-93.380621
80967032.97,-93.997473
80971916.97,-93.975769
80976800.98,-93.232620
80981684.98,-93.496336
80986568.99,-93.699760
80991452.99,-93.249070
80996337.00,-93.860435
81001221.00,-93.327083
81006105.01,-93.192910
81010989.01,-92.592159
81015873.02,-93.597214
81020757.02,-94.366060
81025641.03,-94.012683
81030525.03,-94.056167
81035409.04,-94.656452
81040293.04,-94.591614
81045177.05,-94.118085
81050061.05,-93.885050
81054945.05,-94.176064
81059829.06,-94.408876
81064713.06,-93.381596
81069597.07,-92.831573
81074481.07,-93.627091
81079365.08,-94.007735
81084249.08,-93.531159
81089133.09,-93.361657
81094017.09,-93.268457
81098901.10,-93.030457
81103785.10,-93.934071
81108669.11,-93.696437
81113553.11,-93.320621
81118437.12,-92.935503
81123321.12,-93.171748
81128205.13,-93.789470
81133089.13,-94.067767
81137973.14,-92.727105
81142857.14,-92.993191
81147741.15,-92.698487
81152625.15,-93.631298
81157509.16,-92.789426
81162393.16,-93.399501
81167277.17,-94.299787
81172161.17,-93.346684
81177045.18,-93.740690
81181929.18,-93.873316
81186813.19,-93.812554
81191697.19,-93.888179
81196581.20,-93.242307
81201465.20,-92.941435
81206349.21,-94.651734
81211233.21,-93.554177
81216117.22,-93.327780
81221001.22,-92.672710
81225885.23,-93.268326
81230769.23,-93.310486
81235653.24,-93.074628
81240537.24,-93.102956
81245421.25,-93.564676
81250305.25,-94.047876
81255189.26,-93.566526
81260073.26,-93.474842
81264957.26,-94.309975
81269841.27,-94.206149
81274725.27,-94.165909
81279609.28,-93.605539
81284493.28,-93.484397
81289377.29,-93.485600
81294261.29,-94.123444
81299145.30,-93.807939
81304029.30,-92.510689
81308913.31,-93.569243
81313797.31,-94.093679
81318681.32,-94.278653
81323565.32,-94.247454
81328449.33,-94.119605
81333333.33,-94.062031
81338217.34,-94.393270
81343101.34,-94.439228
81347985.35,-93.929638
81352869.35,-93.612408
81357753.36,-94.320371
81362637.36,-93.372721
81367521.37,-94.621926
81372405.37,-93.758139
81377289.38,-93.454324
81382173.38,-94.150213
81387057.39,-93.394364
81391941.39,-93.756316
81396825.40,-92.968066
81401709.40,-93.791980
81406593.41,-94.449979
81411477.41,-93.806878
81416361.42,-94.158220
81421245.42,-95.000060
81426129.43,-94.585031
81431013.43,-93.822302
81435897.44,-93.618133
81440781.44,-93.458333
81445665.45,-93.861903
81450549.45,-92.752101
81455433.46,-92.579515
81460317.46,-93.387351
81465201.47,-93.596906
81470085.47,-93.582692
81474969.47,-93.906022
81479853.48,-93.868918
81484737.48,-94.318234
81489621.49,-93.538415
81494505.49,-93.694942
81499389.50,-93.623187
81504273.50,-94.041199
81509157.51,-93.160966
81514041.51,-92.743899
81518925.52,-93.789283
81523809.52,-93.825136
81528693.53,-92.959729
81533577.53,-92.868602
81538461.54,-93.231565
81543345.54,-93.850333
