Freq_Hz,N9000B_dBm
148003906.63150698,-98.4085105124457
148013673.2102744,-99.24961973611632
148023439.7890419,-98.64046750871297
148033206.36780936,-99.1189714553334
148042972.9465768,-99.34524998834469
148052739.52534428,-100.244236850703
148062506.10411173,-99.3559323778197
148072272.68287915,-99.12080124158955
148082039.26164666,-99.272249522782
148091805.8404141,-99.26915171654935
148101572.41918153,-97.74284756484631
148111338.99794903,-99.37734040464929
148121105.57671648,-99.53995198732065
148130872.15548393,-100.24260790538499
148140638.73425138,-99.6044883862753
148150405.31301886,-99.11694002588973
148160171.89178628,-100.16617483821392
148169938.47055373,-99.39873862426644
148179705.04932123,-99.23932503794269
148189471.62808868,-99.78413438686073
148199238.2068561,-99.35031431610949
148209004.7856236,-99.14571519766457
148218771.36439103,-99.01170558795214
148228537.94315848,-98.0046096926241
148238304.521926,-98.81987387486379
148248071.1006934,-98.61749355949301
148257837.67946085,-98.56137376975494
148267604.25822833,-99.58025089073212
148277370.8369958,-97.14223275608619
148287137.41576323,-97.98248809863223
148296903.9945307,-99.15593411486654
148306670.57329816,-99.305182253808
148316437.1520656,-99.9884002204832
148326203.73083308,-98.46283298600443
148335970.30960053,-99.2376462641176
148345736.88836798,-98.9880830473769
148355503.46713546,-98.78657197343259
148365270.0459029,-99.72545144835837
148375036.62467036,-99.05927635497224
148384803.20343783,-99.5326407855178
148394569.78220528,-99.69488950833141
148404336.36097273,-98.21710023919383
148414102.9397402,-98.52605000556053
148423869.51850766,-97.9222008384766
148433636.0972751,-97.32984644956233
148443402.6760426,-98.84696011564586
148453169.25481004,-99.85180927278577
148462935.83357748,-99.56586726305447
148472702.41234496,-99.5231611619511
148482468.9911124,-98.455259205871
148492235.56987986,-97.57731762917683
148502002.14864734,-97.10812290955332
148511768.7274148,-97.58375504777958
148521535.3061822,-99.56284690228941
148531301.8849497,-99.53892277527947
148541068.46371716,-98.18303955261256
148550835.0424846,-99.33165690506657
148560601.62125206,-98.78714717131969
148570368.20001954,-99.90582053905284
148580134.77878696,-98.88861973478518
148589901.35755444,-98.73658971248676
148599667.9363219,-98.86187416272588
148609434.51508936,-99.0912123856863
148619201.0938568,-99.4500551221865
148628967.6726243,-98.98694797993629
148638734.2513917,-98.49266158485406
148648500.8301592,-98.4210373952527
148658267.40892667,-97.55105757642315
148668033.98769408,-99.33803508322013
148677800.56646156,-99.6919208384688
148687567.14522904,-98.26528258293882
148697333.7239965,-98.1458005574477
148707100.30276394,-98.33450897708806
148716866.8815314,-97.96042065241848
148726633.46029884,-99.46191788395133
148736400.0390663,-98.9758169234139
148746166.61783376,-97.7528972883201
148755933.1966012,-99.05160556625832
148765699.7753687,-98.88675842060309
148775466.35413614,-97.65792920207632
148785232.9329036,-97.25586791145504
148794999.51167107,-100.17815368415718
148804766.09043851,-99.12775627095823
148814532.66920596,-99.18286688519152
148824299.24797344,-98.63252511748942
148834065.8267409,-97.82947499172406
148843832.40550834,-98.77643389314557
148853598.98427582,-99.569342698331
148863365.56304327,-98.16455577806286
148873132.14181072,-98.8836692163596
148882898.7205782,-100.25583750041366
148892665.29934564,-98.27623649005616
148902431.8781131,-99.02365842797009
148912198.45688057,-98.93163116958772
148921965.03564802,-98.39697084847933
148931731.61441547,-98.92187030660482
148941498.1931829,-99.5021447102018
148951264.7719504,-99.16589940474148
148961031.35071784,-98.83980949259593
148970797.9294853,-98.83798331188522
148980564.50825277,-99.35933356993708
148990331.08702022,-100.04374909126278
149000097.66578764,-98.99504545281647
149009864.24455515,-98.36618257682106
149019630.8233226,-98.54500661272638
149029397.40209004,-99.98923888429721
149039163.98085752,-99.56840034081209
149048930.55962497,-98.505108661481
149058697.1383924,-99.29865955829845
149068463.71715987,-99.18334976654045
149078230.29592735,-99.69465942810338
149087996.87469476,-99.44529762889196
149097763.4534622,-98.7364883831263
149107530.03222972,-98.60920026496663
149117296.61099717,-98.50095985825257
149127063.1897646,-97.90739934204043
149136829.7685321,-98.16463923219686
149146596.34729952,-98.90559587044869
149156362.92606696,-98.327244837329
149166129.50483444,-99.07101896334373
149175896.08360192,-99.18848383080817
149185662.66236934,-99.45480883828934
149195429.24113682,-99.49987935992331
149205195.81990427,-98.55416392446966
149214962.39867172,-99.15518480252766
149224728.9774392,-98.97623394833074
149234495.55620664,-98.35865431569155
149244262.1349741,-98.3545298582394
149254028.71374157,-99.00391404582699
149263795.29250902,-99.37509134226785
149273561.87127647,-98.66984743783846
149283328.45004395,-99.07542679324565
149293095.0288114,-98.65723125300079
149302861.60757884,-99.89430562336061
149312628.18634632,-99.2865339930149
149322394.76511377,-99.53869916170916
149332161.34388122,-98.68303170284133
149341927.9226487,-98.3282099498505
149351694.50141615,-99.24381357216241
149361461.0801836,-98.73062670337939
149371227.65895107,-98.75592195870317
149380994.23771852,-98.23391557607889
149390760.81648597,-96.955001546064
149400527.39525345,-97.00381950160582
149410293.9740209,-96.33586655182827
149420060.55278835,-97.3944319484019
149429827.13155583,-97.5837341453714
149439593.71032327,-98.408690246602
149449360.28909072,-98.87763994085947
149459126.8678582,-98.86600438733039
149468893.44662565,-98.56361362673118
149478660.02539307,-99.36097707825871
149488426.60416058,-98.7506133839696
149498193.18292803,-98.64138603663886
149507959.76169544,-98.71129094373698
149517726.34046292,-99.28871396121197
149527492.9192304,-98.98841296161868
149537259.49799785,-98.02143361021267
149547026.0767653,-98.50877855220676
149556792.65553278,-98.64938082733022
149566559.2343002,-98.65532643895901
149576325.81306767,-100.34497203268512
149586092.39183515,-99.34216781426653
149595858.9706026,-99.59214168442153
149605625.54937005,-98.76137351159116
149615392.1281375,-99.00482867901746
149625158.70690495,-99.21351195793093
149634925.28567243,-98.48020404410705
149644691.86443987,-99.72434080005766
149654458.44320735,-99.12758765869253
149664225.0219748,-99.14358616693805
149673991.60074225,-99.59773093930771
149683758.1795097,-98.22509534604661
149693524.75827718,-98.9583176608966
149703291.33704463,-99.15134537929387
149713057.91581208,-98.9645307689352
149722824.49457955,-98.82898850472897
149732591.073347,-98.91157875942403
149742357.65211445,-99.04241818153325
149752124.23088193,-98.45650027945555
149761890.80964938,-99.67071308929663
149771657.38841683,-97.95128194954623
149781423.9671843,-99.19120795862035
149791190.54595175,-98.4035301096869
149800957.1247192,-99.31548100242108
149810723.70348668,-97.99056209856154
149820490.28225413,-99.50993537172553
149830256.86102158,-99.32955982242036
149840023.439789,-99.43931721380349
149849790.0185565,-98.69226349327897
149859556.59732395,-99.74779766279673
149869323.17609143,-99.23476690515237
149879089.75485888,-98.95662398982908
149888856.33362633,-98.90126651532398
149898622.91239375,-99.29200723708034
149908389.49116126,-98.97967021988192
149918156.0699287,-98.81504012653431
149927922.64869615,-100.07130088883815
149937689.22746363,-98.1364839997369
149947455.80623108,-99.47285693489476
149957222.38499853,-99.30077948965192
149966988.96376598,-98.673841965839
149976755.54253346,-99.57477694295841
149986522.12130088,-97.89123727497855
149996288.70006835,-96.17422412069631
150006055.27883583,-95.74240805699336
150015821.85760328,-98.45167946270267
150025588.4363707,-98.21729141069875
150035355.0151382,-98.94027079224423
150045121.59390563,-98.75147001930895
150054888.17267308,-99.14414381364666
150064654.75144058,-99.96010505422524
150074421.33020803,-98.62549836182731
150084187.90897545,-98.35319018637722
150093954.48774293,-99.21233262719011
150103721.0665104,-99.1268289382299
150113487.64527783,-98.41821453007805
150123254.2240453,-99.9807275644651
150133020.80281276,-98.64572839949018
