Freq_Hz,N9000B_dBm
88003906.631507,-77.70821335127883
88013673.21027443,-81.64589412724808
88023439.7890419,-90.06559095787551
88033206.36780934,-93.24633504074677
88042972.94657682,-90.41034574742496
88052739.52534425,-86.31059900230977
88062506.10411173,-82.26531729158312
88072272.68287918,-84.15924290414824
88082039.26164664,-88.59990581034266
88091805.84041409,-93.41702719492632
88101572.41918156,-92.74222065628736
88111338.99794902,-93.03491427794731
88121105.57671647,-92.86441657715255
88130872.15548392,-93.49344147842902
88140638.7342514,-91.58914889934701
88150405.31301884,-92.49416685777373
88160171.8917863,-92.70156107045615
88169938.47055376,-91.77743580182069
88179705.04932122,-93.40561374894277
88189471.62808867,-92.69161827317998
88199238.20685613,-92.21275333169964
88209004.78562358,-92.81474247734226
88218771.36439106,-92.77426295471116
88228537.94315849,-91.8622874259048
88238304.52192597,-92.71002644087004
88248071.10069342,-92.73080542855055
88257837.67946088,-92.39047226932355
88267604.25822833,-93.21303491108253
88277370.83699581,-92.66593210921152
88287137.41576326,-92.02238731398168
88296903.99453071,-93.22523200761535
88306670.57329817,-93.51462061482226
88316437.15206563,-92.35175795429896
88326203.73083308,-92.34200741240649
88335970.30960055,-92.08637884203324
88345736.888368,-92.48024137087904
88355503.46713546,-93.61035974613635
88365270.04590292,-93.29370948898426
88375036.62467037,-91.87326249865504
88384803.20343783,-91.31525607446561
88394569.7822053,-92.94324898390956
88404336.36097273,-93.0194662665459
88414102.93974021,-93.37133876884728
88423869.51850767,-91.62086547807348
88433636.09727512,-92.750823720998
88443402.67604259,-91.76413837732808
88453169.25481005,-92.87094042207463
88462935.8335775,-92.73654789253871
88472702.41234496,-92.39986267354229
88482468.9911124,-90.9175060831687
88492235.56987987,-93.19566548533685
88502002.14864732,-92.434314244694
88511768.72741479,-92.93280487751795
88521535.30618224,-91.156562789847
88531301.8849497,-91.4937443588196
88541068.46371715,-93.06930964935191
88550835.04248461,-93.43400210138485
88560601.62125207,-93.4411824926087
88570368.20001952,-93.30474359796952
88580134.77878697,-92.16030224656802
88589901.35755445,-93.7796483783763
88599667.9363219,-93.7495235039188
88609434.51508936,-94.35379515833274
88619201.0938568,-91.21639883239196
88628967.67262428,-92.97682198851561
88638734.25139174,-91.51176784473905
88648500.83015919,-92.71043744668516
88658267.40892665,-93.30472390923397
88668033.98769411,-92.98900497468681
88677800.56646155,-91.98581152462218
88687567.14522903,-93.50722027447318
88697333.72399648,-93.62592356588836
88707100.30276394,-93.22551568567265
88716866.8815314,-93.70793926738614
88726633.46029885,-93.8439844643213
88736400.0390663,-93.3009619912025
88746166.61783378,-92.32695139311073
88755933.19660121,-93.14388334676485
88765699.77536869,-92.037962923874
88775466.35413615,-93.73613407975307
88785232.9329036,-93.54359266265034
88794999.51167105,-93.22231406696885
88804766.09043851,-92.78742443114385
88814532.66920598,-92.12024290908148
88824299.24797343,-93.29155299460271
88834065.82674089,-92.53190709792611
88843832.40550835,-93.2916582721191
88853598.98427579,-92.4136418232392
88863365.56304327,-92.58526166955413
88873132.14181072,-93.01145593864877
88882898.72057818,-93.43892390717332
88892665.29934564,-92.40307751371972
88902431.87811309,-93.13109789739246
88912198.45688055,-91.3276001165992
88921965.03564802,-92.54336460642395
88931731.61441545,-92.51815566697303
88941498.19318293,-92.85847440083725
88951264.7719504,-92.60996359959428
88961031.35071784,-93.02003740209179
88970797.92948529,-92.47015295106648
88980564.50825277,-93.45499153475386
88990331.08702022,-92.07058538961584
89000097.66578767,-92.66539973269869
89009864.24455513,-92.30664462735402
89019630.82332258,-93.15693970722745
89029397.40209003,-93.03697438554956
89039163.9808575,-92.32420155049873
89048930.55962496,-92.0775359927969
89058697.13839242,-90.9221410971976
89068463.71715988,-92.30225755448669
89078230.29592733,-93.67547980947607
89087996.87469478,-92.5185533998917
89097763.45346226,-91.60766466898694
89107530.0322297,-92.85749047384874
89117296.61099717,-93.29637500651768
89127063.18976463,-94.04770664661149
89136829.76853208,-92.09282579748204
89146596.34729953,-91.39359128067366
89156362.926067,-92.32890900543833
89166129.50483446,-92.212230629039
89175896.0836019,-94.77828448402754
89185662.66236936,-92.77963176485486
89195429.24113683,-91.23267206882794
89205195.81990428,-91.93444586694653
89214962.39867175,-93.30902886228245
89224728.9774392,-93.41135726332583
89234495.55620666,-92.82947074536713
89244262.1349741,-92.34351399975212
89254028.71374157,-90.98913558133766
89263795.29250903,-92.66127858762022
89273561.87127648,-92.80280268865147
89283328.45004393,-92.57187599906405
89293095.02881141,-92.18731973052857
89302861.60757886,-92.30955241131674
89312628.18634632,-94.51010765603974
89322394.76511376,-94.16123318126819
89332161.34388123,-92.75832742760086
89341927.9226487,-91.76412591786081
89351694.50141615,-91.40112670388795
89361461.08018361,-92.94023801136662
89371227.65895107,-92.55472902127097
89380994.23771851,-92.29938043377248
89390760.81648599,-92.21429042996857
89400527.39525345,-93.91701619269463
89410293.9740209,-92.85920580407321
89420060.55278836,-93.53315600797801
89429827.13155583,-92.68956944705194
89439593.71032326,-93.4943097437837
89449360.28909072,-93.74747742275721
89459126.86785819,-92.90564256758265
89468893.44662565,-93.85349584118617
89478660.0253931,-92.54032517285594
89488426.60416056,-93.01716421187635
89498193.18292801,-92.53524696705239
89507959.76169547,-93.88745856007162
89517726.34046294,-92.8133726071813
89527492.91923039,-93.86469424655004
89537259.49799784,-92.81550276212926
89547026.07676531,-93.39248843541277
89556792.65553276,-94.2728542675105
89566559.23430023,-92.50482023202312
89576325.81306767,-92.56156866314458
89586092.39183514,-91.67350471711492
89595858.97060259,-93.58393351943205
89605625.54937004,-91.19760575631639
89615392.1281375,-84.01580203696258
89625158.70690496,-78.81398717748543
89634925.28567241,-77.84816855654086
89644691.86443989,-81.0789146054792
89654458.44320734,-88.46547827664844
89664225.02197479,-93.14488147423629
89673991.60074225,-93.79243869319053
89683758.17950971,-92.67976994088501
89693524.75827716,-93.33548008876022
89703291.33704463,-92.78984690218786
89713057.91581209,-92.83080862200313
89722824.49457954,-93.14572613545516
89732591.073347,-93.82535528781362
89742357.65211447,-94.55696771145585
89752124.23088191,-93.21026095724419
89761890.80964938,-91.71229965131248
89771657.38841684,-91.51895193812501
89781423.96718429,-92.33008052560926
89791190.54595175,-93.68838998240648
89800957.12471922,-94.43760070055978
89810723.70348665,-91.86062689045778
89820490.28225413,-93.27446509155415
89830256.86102156,-92.9415791991231
89840023.43978904,-95.3302078054216
89849790.0185565,-93.40108994774668
89859556.59732397,-91.2379879892093
89869323.1760914,-92.00768166269822
89879089.75485888,-92.89835306727724
89888856.33362631,-93.72063522460846
89898622.9123938,-94.00382431355416
89908389.49116124,-94.04146257258276
89918156.06992872,-93.39183095470666
89927922.64869614,-93.26322959277076
89937689.22746362,-94.53589943254514
89947455.80623107,-93.77011258352324
89957222.38499853,-92.39390717386455
89966988.963766,-91.87333543049564
89976755.54253344,-93.69171986210017
89986522.12130089,-92.31856267228771
89996288.70006838,-89.93719544466296
90006055.2788358,-90.58293496717707
90015821.85760328,-92.04433118317314
90025588.43637072,-94.19941544533357
90035355.0151382,-94.41595636993041
90045121.59390566,-93.57881279341007
90054888.1726731,-93.01649252277691
90064654.75144057,-93.44303125386274
90074421.33020802,-93.03808825714174
90084187.90897548,-94.1208406304378
90093954.48774295,-92.48444414344195
90103721.0665104,-88.84720369681233
90113487.64527784,-86.71650479045056
90123254.2240453,-88.9529755765105
90133020.80281277,-92.5484144919362
90142787.38158022,-93.51356038681567
90152553.96034768,-92.46870277053509
90162320.53911515,-93.50881299140545
90172087.11788262,-94.26897280144176
90181853.69665006,-94.05499368996003
90191620.27541752,-92.78304377832202
90201386.85418497,-92.5732389922713
90211153.43295243,-92.39470146936921
90220920.0117199,-93.98658777097297
