# Origen Binario: fm_full_dataset.bin
# Frecuencia Central: 80000000 Hz
# Ancho de Banda: 20000000 Hz
# Ganancias: LNA=24 | VGA=10

Frequency_Hz,Power_dBm
75502929.69,-64.2167
75507812.50,-64.1897
75512695.31,-64.1606
75517578.12,-64.1632
75522460.94,-64.1000
75527343.75,-64.2019
75532226.56,-63.8766
75537109.38,-63.8168
75541992.19,-64.0934
75546875.00,-64.0749
75551757.81,-64.0460
75556640.62,-64.0204
75561523.44,-64.0366
75566406.25,-63.9975
75571289.06,-64.1317
75576171.88,-64.1325
75581054.69,-63.7456
75585937.50,-63.9922
75590820.31,-64.1542
75595703.12,-64.1346
75600585.94,-64.2020
75605468.75,-64.2060
75610351.56,-64.1348
75615234.38,-64.0793
75620117.19,-64.1015
75625000.00,-64.0331
75629882.81,-63.5086
75634765.62,-63.6447
75639648.44,-63.5953
75644531.25,-63.5512
75649414.06,-63.3106
75654296.88,-63.0555
75659179.69,-62.6920
75664062.50,-61.8644
75668945.31,-60.9629
75673828.12,-60.3875
75678710.94,-60.2795
75683593.75,-60.2524
75688476.56,-60.0548
75693359.38,-59.4550
75698242.19,-58.0900
75703125.00,-58.0413
75708007.81,-59.3567
75712890.62,-60.1804
75717773.44,-60.5163
75722656.25,-61.0310
75727539.06,-61.4643
75732421.88,-61.8241
75737304.69,-62.0390
75742187.50,-62.2267
75747070.31,-62.6126
75751953.12,-62.9426
75756835.94,-63.3927
75761718.75,-63.6490
75766601.56,-63.5175
75771484.38,-63.8936
75776367.19,-63.9946
75781250.00,-64.2726
75786132.81,-64.3078
75791015.62,-64.2034
75795898.44,-64.2720
75800781.25,-64.1632
75805664.06,-64.0969
75810546.88,-64.1730
75815429.69,-64.0857
75820312.50,-64.0805
75825195.31,-64.0404
75830078.12,-64.0339
75834960.94,-64.1172
75839843.75,-63.9884
75844726.56,-63.9309
75849609.38,-63.3779
75854492.19,-62.9266
75859375.00,-63.3454
75864257.81,-63.6880
75869140.62,-63.7726
75874023.44,-64.0606
75878906.25,-64.0786
75883789.06,-64.0462
75888671.88,-64.0970
75893554.69,-64.1448
75898437.50,-64.1613
75903320.31,-64.2419
75908203.12,-64.2074
75913085.94,-64.0406
75917968.75,-63.8441
75922851.56,-64.2276
75927734.38,-64.2328
75932617.19,-64.2028
75937500.00,-64.2168
75942382.81,-64.2538
75947265.62,-64.0499
75952148.44,-64.1009
75957031.25,-64.1877
75961914.06,-63.9584
75966796.88,-63.9885
75971679.69,-64.2574
75976562.50,-64.2348
75981445.31,-64.2107
75986328.12,-64.2649
75991210.94,-64.2602
75996093.75,-64.1660
76000976.56,-64.1218
76005859.38,-63.9898
76010742.19,-63.5914
76015625.00,-63.9448
76020507.81,-64.1959
76025390.62,-64.2192
76030273.44,-64.1278
76035156.25,-64.1509
76040039.06,-64.1347
76044921.88,-64.1562
76049804.69,-64.2019
76054687.50,-64.1402
76059570.31,-63.6820
76064453.12,-64.0402
76069335.94,-64.1603
76074218.75,-64.0984
76079101.56,-64.1007
76083984.38,-64.0315
76088867.19,-64.0255
76093750.00,-64.0568
76098632.81,-64.0611
76103515.62,-63.8519
76108398.44,-63.2676
76113281.25,-63.9170
76118164.06,-63.9634
76123046.88,-64.0384
76127929.69,-64.0979
76132812.50,-64.0860
76137695.31,-64.0463
76142578.12,-64.1332
76147460.94,-64.1650
76152343.75,-63.8127
76157226.56,-63.6832
76162109.38,-64.1718
76166992.19,-64.1782
76171875.00,-64.2151
76176757.81,-64.1745
76181640.62,-64.1800
76186523.44,-64.1283
76191406.25,-64.1677
76196289.06,-64.1330
76201171.88,-63.8719
76206054.69,-64.0259
76210937.50,-64.1978
76215820.31,-64.2083
76220703.12,-64.1921
76225585.94,-64.0387
76230468.75,-64.1647
76235351.56,-64.1946
76240234.38,-64.2059
76245117.19,-64.2230
76250000.00,-63.9198
76254882.81,-64.0461
76259765.62,-64.2312
76264648.44,-64.1315
76269531.25,-64.1192
76274414.06,-63.9687
76279296.88,-64.0083
76284179.69,-64.0189
76289062.50,-63.9615
76293945.31,-63.8945
76298828.12,-63.8734
76303710.94,-64.0970
76308593.75,-64.1421
76313476.56,-64.0685
76318359.38,-64.1000
76323242.19,-64.1124
76328125.00,-64.0237
76333007.81,-64.1391
76337890.62,-64.0753
76342773.44,-64.0428
76347656.25,-63.9736
76352539.06,-63.9362
76357421.88,-63.9487
76362304.69,-64.0037
76367187.50,-64.0885
76372070.31,-64.0955
76376953.12,-64.0303
76381835.94,-64.0170
76386718.75,-64.0072
76391601.56,-64.0501
76396484.38,-64.0801
76401367.19,-64.1133
76406250.00,-63.9816
76411132.81,-64.0444
76416015.62,-64.0200
76420898.44,-64.1121
76425781.25,-64.0030
76430664.06,-64.0342
76435546.88,-64.0512
76440429.69,-64.0701
76445312.50,-64.1127
76450195.31,-64.1936
76455078.12,-64.1825
76459960.94,-64.1760
76464843.75,-64.1751
76469726.56,-64.2020
76474609.38,-64.2135
76479492.19,-64.1471
76484375.00,-64.2005
76489257.81,-64.1633
76494140.62,-64.1940
76499023.44,-64.0320
76503906.25,-63.8734
76508789.06,-64.0970
76513671.88,-64.1009
76518554.69,-64.1440
76523437.50,-64.1044
76528320.31,-63.7524
76533203.12,-63.8320
76538085.94,-63.8453
76542968.75,-64.0503
76547851.56,-64.0773
76552734.38,-64.1461
76557617.19,-64.0750
76562500.00,-64.0689
76567382.81,-64.1386
76572265.62,-64.1316
76577148.44,-64.0711
76582031.25,-63.8207
76586914.06,-63.4505
76591796.88,-63.7781
76596679.69,-64.1135
76601562.50,-64.0614
76606445.31,-64.0047
76611328.12,-64.0049
76616210.94,-63.9997
76621093.75,-63.9592
76625976.56,-64.0214
76630859.38,-63.5943
76635742.19,-63.5280
76640625.00,-63.9647
76645507.81,-64.0933
76650390.62,-64.0153
76655273.44,-63.9801
76660156.25,-63.9875
76665039.06,-64.0207
76669921.88,-64.0317
76674804.69,-63.9013
76679687.50,-63.4102
76684570.31,-63.6462
76689453.12,-63.9572
76694335.94,-64.0067
76699218.75,-64.0418
76704101.56,-64.0328
76708984.38,-64.1066
76713867.19,-64.1949
76718750.00,-64.1754
76723632.81,-63.9931
76728515.62,-63.4125
76733398.44,-63.7873
76738281.25,-63.9110
76743164.06,-63.9467
76748046.88,-63.9457
76752929.69,-64.0518
76757812.50,-64.1172
76762695.31,-64.0658
76767578.12,-63.9620
76772460.94,-63.7978
76777343.75,-63.5395
76782226.56,-64.0745
76787109.38,-64.1691
76791992.19,-64.1691
76796875.00,-64.0803
76801757.81,-64.0634
76806640.62,-63.8959
76811523.44,-63.9835
76816406.25,-64.0455
76821289.06,-63.8716
76826171.88,-63.7611
76831054.69,-64.0352
76835937.50,-64.0566
76840820.31,-64.0933
76845703.12,-64.1080
76850585.94,-64.0878
76855468.75,-64.1337
76860351.56,-64.1100
76865234.38,-64.1156
76870117.19,-63.7494
76875000.00,-63.7974
76879882.81,-64.0551
76884765.62,-63.9155
76889648.44,-63.9612
76894531.25,-63.9583
76899414.06,-63.9563
76904296.88,-63.8920
76909179.69,-63.9722
76914062.50,-64.0035
76918945.31,-63.7979
76923828.12,-63.9453
76928710.94,-64.0638
76933593.75,-64.0235
76938476.56,-64.0007
76943359.38,-64.0335
76948242.19,-64.0220
76953125.00,-64.0054
76958007.81,-64.0343
76962890.62,-64.0863
76967773.44,-63.8906
76972656.25,-63.9515
76977539.06,-64.0160
76982421.88,-63.9269
76987304.69,-64.0027
76992187.50,-64.1169
76997070.31,-64.0788
77001953.12,-64.0275
77006835.94,-64.1809
77011718.75,-64.1909
77016601.56,-64.1697
77021484.38,-64.1394
77026367.19,-64.1389
77031250.00,-64.0913
77036132.81,-64.0749
77041015.62,-63.9869
77045898.44,-64.0456
77050781.25,-64.0419
77055664.06,-64.0539
77060546.88,-64.0135
77065429.69,-64.0059
77070312.50,-64.0160
77075195.31,-64.0275
77080078.12,-64.0351
77084960.94,-64.0875
77089843.75,-64.1037
77094726.56,-64.0613
77099609.38,-64.0569
77104492.19,-64.0959
77109375.00,-63.9641
77114257.81,-63.9549
77119140.62,-64.0829
77124023.44,-64.0766
77128906.25,-63.9729
77133789.06,-63.9711
77138671.88,-63.7925
77143554.69,-63.8426
77148437.50,-63.9973
77153320.31,-63.9876
77158203.12,-63.6965
77163085.94,-63.9514
77167968.75,-64.0909
77172851.56,-63.9453
77177734.38,-63.9575
77182617.19,-64.0125
77187500.00,-63.9950
77192382.81,-64.0066
77197265.62,-63.7815
77202148.44,-63.3749
77207031.25,-63.3974
77211914.06,-63.9239
77216796.88,-63.9729
77221679.69,-64.1055
77226562.50,-63.9750
77231445.31,-63.9197
77236328.12,-63.9565
77241210.94,-63.8955
77246093.75,-63.9394
77250976.56,-63.7264
77255859.38,-63.6545
77260742.19,-64.0473
77265625.00,-63.9409
77270507.81,-64.0254
77275390.62,-64.0181
77280273.44,-64.0382
77285156.25,-64.0985
77290039.06,-64.0740
77294921.88,-64.0289
77299804.69,-63.7087
77304687.50,-63.7585
77309570.31,-64.0751
77314453.12,-64.0967
77319335.94,-64.0251
77324218.75,-64.0098
77329101.56,-64.0278
77333984.38,-63.9928
77338867.19,-63.9900
77343750.00,-63.9132
77348632.81,-63.4876
77353515.62,-63.7755
77358398.44,-64.0570
77363281.25,-64.0242
77368164.06,-64.0252
77373046.88,-63.9843
77377929.69,-64.0232
77382812.50,-64.0485
77387695.31,-64.0499
77392578.12,-63.9396
77397460.94,-63.3671
77402343.75,-63.7807
77407226.56,-63.9036
77412109.38,-63.8814
77416992.19,-63.8646
77421875.00,-63.8951
77426757.81,-63.9742
77431640.62,-63.9727
77436523.44,-63.9003
77441406.25,-63.6873
77446289.06,-63.2421
77451171.88,-63.7856
77456054.69,-63.9256
77460937.50,-63.9569
77465820.31,-63.9185
77470703.12,-63.9687
77475585.94,-64.0156
77480468.75,-64.0123
77485351.56,-63.9600
77490234.38,-63.8343
77495117.19,-63.8007
77500000.00,-63.9262
77504882.81,-63.8774
77509765.62,-63.8852
77514648.44,-63.9331
77519531.25,-63.9395
77524414.06,-63.8914
77529296.88,-63.9298
77534179.69,-63.9277
77539062.50,-63.8213
77543945.31,-63.8314
77548828.12,-63.9107
77553710.94,-63.9471
77558593.75,-64.0668
77563476.56,-64.0127
77568359.38,-63.9498
77573242.19,-63.9855
77578125.00,-64.0073
77583007.81,-63.9400
77587890.62,-63.9042
77592773.44,-64.0154
77597656.25,-64.0271
77602539.06,-63.7635
77607421.88,-63.7205
77612304.69,-63.8371
77617187.50,-63.9552
77622070.31,-64.0687
77626953.12,-64.0365
77631835.94,-64.0123
77636718.75,-64.0014
77641601.56,-64.0000
77646484.38,-63.9357
77651367.19,-63.9453
77656250.00,-63.8955
77661132.81,-63.8663
77666015.62,-63.8695
77670898.44,-63.9449
77675781.25,-63.9069
77680664.06,-63.8792
77685546.88,-63.7962
77690429.69,-63.6889
77695312.50,-63.8189
77700195.31,-63.9001
77705078.12,-63.9116
77709960.94,-63.8933
77714843.75,-63.8855
77719726.56,-63.9245
77724609.38,-63.9822
77729492.19,-63.9145
77734375.00,-63.9353
77739257.81,-63.9309
77744140.62,-63.8451
77749023.44,-63.7760
77753906.25,-63.7908
77758789.06,-63.8553
77763671.88,-63.9276
77768554.69,-63.9362
77773437.50,-63.8878
77778320.31,-63.8159
77783203.12,-63.9215
77788085.94,-63.9951
77792968.75,-64.0705
77797851.56,-64.1081
77802734.38,-64.0646
77807617.19,-64.0063
77812500.00,-63.9711
77817382.81,-63.9986
77822265.62,-63.8871
77827148.44,-63.6377
77832031.25,-63.8879
77836914.06,-63.9567
77841796.88,-63.9998
77846679.69,-64.0054
77851562.50,-64.0023
77856445.31,-63.9668
77861328.12,-63.9625
77866210.94,-63.9510
77871093.75,-63.6458
77875976.56,-63.4055
77880859.38,-63.9995
77885742.19,-64.0741
77890625.00,-64.0741
77895507.81,-64.0950
77900390.62,-64.0209
77905273.44,-63.9556
77910156.25,-64.0969
77915039.06,-63.9923
77919921.88,-63.7120
77924804.69,-63.4418
77929687.50,-63.8849
77934570.31,-64.0189
77939453.12,-63.9142
77944335.94,-63.9109
77949218.75,-63.9018
77954101.56,-63.8704
77958984.38,-63.8114
77963867.19,-63.7501
77968750.00,-63.4782
77973632.81,-63.4996
77978515.62,-63.7726
77983398.44,-63.7708
77988281.25,-63.7526
77993164.06,-63.3356
77998046.88,-57.5785
78002929.69,-58.4957
78007812.50,-63.5695
78012695.31,-63.7857
78017578.12,-63.3539
78022460.94,-63.5975
78027343.75,-63.7407
78032226.56,-63.5761
78037109.38,-63.8807
78041992.19,-63.9178
78046875.00,-63.9809
78051757.81,-63.8961
78056640.62,-63.8457
78061523.44,-63.7780
78066406.25,-63.3993
78071289.06,-63.7776
78076171.88,-63.9247
78081054.69,-63.8540
78085937.50,-63.7268
78090820.31,-63.7288
78095703.12,-63.7818
78100585.94,-63.8568
78105468.75,-63.9184
78110351.56,-63.9083
78115234.38,-63.6734
78120117.19,-63.9151
78125000.00,-63.9481
78129882.81,-63.9923
78134765.62,-64.0032
78139648.44,-63.9822
78144531.25,-64.0114
78149414.06,-64.0005
78154296.88,-63.9044
78159179.69,-63.7587
78164062.50,-63.7693
78168945.31,-63.9086
78173828.12,-63.9882
78178710.94,-64.0175
78183593.75,-63.9943
78188476.56,-64.0489
78193359.38,-64.0549
78198242.19,-63.9466
78203125.00,-63.9311
78208007.81,-63.9046
78212890.62,-63.8802
78217773.44,-63.9059
78222656.25,-63.8497
78227539.06,-63.7555
78232421.88,-63.8346
78237304.69,-63.8332
78242187.50,-63.8370
78247070.31,-63.7988
78251953.12,-63.8968
78256835.94,-63.8883
78261718.75,-63.8251
78266601.56,-63.8161
78271484.38,-63.8534
78276367.19,-63.8597
78281250.00,-63.8745
78286132.81,-63.9145
78291015.62,-63.5529
78295898.44,-62.2838
78300781.25,-61.4285
78305664.06,-62.1856
78310546.88,-63.2887
78315429.69,-63.7376
78320312.50,-63.8514
78325195.31,-63.9297
78330078.12,-63.9770
78334960.94,-64.0068
78339843.75,-63.9019
78344726.56,-64.0607
78349609.38,-63.9380
78354492.19,-63.8248
78359375.00,-63.9092
78364257.81,-63.8852
78369140.62,-63.9563
78374023.44,-64.0188
78378906.25,-64.0002
78383789.06,-63.9932
78388671.88,-63.9514
78393554.69,-63.9459
78398437.50,-63.8397
78403320.31,-63.5563
78408203.12,-63.9049
78413085.94,-63.9953
78417968.75,-63.9345
78422851.56,-63.8766
78427734.38,-63.8300
78432617.19,-63.8781
78437500.00,-63.8527
78442382.81,-63.9440
78447265.62,-63.6536
78452148.44,-63.6860
78457031.25,-63.9077
78461914.06,-63.9707
78466796.88,-63.9602
78471679.69,-63.8469
78476562.50,-63.7969
78481445.31,-63.7548
78486328.12,-63.8017
78491210.94,-63.7833
78496093.75,-63.4307
78500976.56,-63.7505
78505859.38,-63.8158
78510742.19,-63.7827
78515625.00,-63.8976
78520507.81,-63.8884
78525390.62,-63.8689
78530273.44,-63.8356
78535156.25,-63.8516
78540039.06,-63.6928
78544921.88,-63.4229
78549804.69,-63.7515
78554687.50,-63.8454
78559570.31,-63.8891
78564453.12,-63.8205
78569335.94,-63.7982
78574218.75,-63.6941
78579101.56,-63.7614
78583984.38,-63.8672
78588867.19,-63.6657
78593750.00,-63.4750
78598632.81,-63.8181
78603515.62,-63.7859
78608398.44,-63.7628
78613281.25,-63.8208
78618164.06,-63.8565
78623046.88,-63.8233
78627929.69,-63.8688
78632812.50,-63.9047
78637695.31,-63.6707
78642578.12,-63.7528
78647460.94,-63.9560
78652343.75,-63.9817
78657226.56,-63.9675
78662109.38,-63.9139
78666992.19,-63.8891
78671875.00,-63.8394
78676757.81,-63.8457
78681640.62,-63.9698
78686523.44,-63.6706
78691406.25,-63.7824
78696289.06,-63.8664
78701171.88,-63.9828
78706054.69,-64.0286
78710937.50,-63.8727
78715820.31,-63.8830
78720703.12,-63.9782
78725585.94,-63.9168
78730468.75,-63.8297
78735351.56,-63.6478
78740234.38,-63.7139
78745117.19,-63.7571
78750000.00,-63.7496
78754882.81,-63.7593
78759765.62,-63.7401
78764648.44,-63.7472
78769531.25,-63.8207
78774414.06,-63.7905
78779296.88,-63.6717
78784179.69,-63.6712
78789062.50,-63.8115
78793945.31,-63.7529
78798828.12,-63.7599
78803710.94,-63.7842
78808593.75,-63.8529
78813476.56,-63.8480
78818359.38,-63.8311
78823242.19,-63.9375
78828125.00,-63.9500
78833007.81,-63.8419
78837890.62,-63.8361
78842773.44,-63.9413
78847656.25,-63.9161
78852539.06,-63.8900
78857421.88,-63.9119
78862304.69,-63.9680
78867187.50,-63.9098
78872070.31,-63.8881
78876953.12,-63.8245
78881835.94,-63.7454
78886718.75,-63.8361
78891601.56,-63.8889
78896484.38,-63.9473
78901367.19,-64.0237
78906250.00,-64.0029
78911132.81,-64.0319
78916015.62,-63.9291
78920898.44,-63.9455
78925781.25,-63.8645
78930664.06,-63.9209
78935546.88,-63.9082
78940429.69,-63.8937
78945312.50,-63.8591
78950195.31,-63.8371
78955078.12,-63.8547
78959960.94,-63.8859
78964843.75,-63.9228
78969726.56,-63.9793
78974609.38,-63.7955
78979492.19,-63.8180
78984375.00,-63.8098
78989257.81,-63.8832
78994140.62,-63.7770
78999023.44,-62.9066
79003906.25,-63.4827
79008789.06,-63.8060
79013671.88,-63.7689
79018554.69,-63.7085
79023437.50,-63.5784
79028320.31,-63.7365
79033203.12,-63.7043
79038085.94,-63.6543
79042968.75,-63.6532
79047851.56,-63.6896
79052734.38,-63.7472
79057617.19,-63.7676
79062500.00,-63.8433
79067382.81,-63.7204
79072265.62,-63.6736
79077148.44,-63.7588
79082031.25,-63.6695
79086914.06,-63.7304
79091796.88,-63.7317
79096679.69,-63.7570
79101562.50,-63.8557
79106445.31,-63.8946
79111328.12,-63.9371
79116210.94,-63.6110
79121093.75,-63.7032
79125976.56,-63.8194
79130859.38,-63.7767
79135742.19,-63.7867
79140625.00,-63.8966
79145507.81,-63.9364
79150390.62,-63.8232
79155273.44,-63.7769
79160156.25,-63.8374
79165039.06,-63.3797
79169921.88,-63.7795
79174804.69,-63.9202
79179687.50,-63.7607
79184570.31,-63.7614
79189453.12,-63.7853
79194335.94,-63.7703
79199218.75,-63.6738
79204101.56,-63.6894
79208984.38,-63.7091
79213867.19,-63.3409
79218750.00,-63.7150
79223632.81,-63.8561
79228515.62,-63.8858
79233398.44,-63.9017
79238281.25,-63.9107
79243164.06,-63.8262
79248046.88,-63.7840
79252929.69,-63.8197
79257812.50,-63.6972
79262695.31,-63.4870
79267578.12,-63.6721
79272460.94,-63.7643
79277343.75,-63.6598
79282226.56,-63.6661
79287109.38,-63.6554
79291992.19,-63.5958
79296875.00,-63.6753
79301757.81,-63.6826
79306640.62,-63.4727
79311523.44,-63.4752
79316406.25,-63.6747
79321289.06,-63.7229
79326171.88,-63.7500
79331054.69,-63.7895
79335937.50,-63.6831
79340820.31,-63.6160
79345703.12,-63.7574
79350585.94,-63.7878
79355468.75,-63.4780
79360351.56,-63.6204
79365234.38,-63.8093
79370117.19,-63.8761
79375000.00,-63.9334
79379882.81,-63.7881
79384765.62,-63.7031
79389648.44,-63.7677
79394531.25,-63.7789
79399414.06,-63.7423
79404296.88,-63.5866
79409179.69,-63.6121
79414062.50,-63.4767
79418945.31,-63.4326
79423828.12,-63.4238
79428710.94,-63.2506
79433593.75,-63.2660
79438476.56,-63.3114
79443359.38,-63.3293
79448242.19,-63.2734
79453125.00,-63.3293
79458007.81,-63.3657
79462890.62,-63.4187
79467773.44,-63.3397
79472656.25,-63.5402
79477539.06,-63.7005
79482421.88,-63.7147
79487304.69,-63.7645
79492187.50,-63.6706
79497070.31,-63.7476
79501953.12,-63.6173
79506835.94,-63.7121
79511718.75,-63.7705
79516601.56,-63.7440
79521484.38,-63.7643
79526367.19,-63.7273
79531250.00,-63.6040
79536132.81,-63.6981
79541015.62,-63.7697
79545898.44,-63.6464
79550781.25,-63.6053
79555664.06,-63.7067
79560546.88,-63.6888
79565429.69,-63.5377
79570312.50,-63.5673
79575195.31,-63.5838
79580078.12,-63.5735
79584960.94,-63.5861
79589843.75,-63.7336
79594726.56,-63.6164
79599609.38,-63.7241
79604492.19,-63.8125
79609375.00,-63.7846
79614257.81,-63.6740
79619140.62,-63.6766
79624023.44,-63.7919
79628906.25,-63.7766
79633789.06,-63.8245
79638671.88,-63.7451
79643554.69,-63.4118
79648437.50,-63.7024
79653320.31,-63.7411
79658203.12,-63.7760
79663085.94,-63.7966
79667968.75,-63.7431
79672851.56,-63.7367
79677734.38,-63.7581
79682617.19,-63.6909
79687500.00,-63.5620
79692382.81,-63.3883
79697265.62,-63.4766
79702148.44,-63.3699
79707031.25,-63.6037
79711914.06,-63.6589
79716796.88,-63.6149
79721679.69,-63.6363
79726562.50,-63.6914
79731445.31,-63.5487
79736328.12,-63.3512
79741210.94,-63.5011
79746093.75,-63.6414
79750976.56,-63.7183
79755859.38,-63.7613
79760742.19,-63.7027
79765625.00,-63.6375
79770507.81,-63.7422
79775390.62,-63.7835
79780273.44,-63.7545
79785156.25,-63.4689
79790039.06,-63.4529
79794921.88,-63.4935
79799804.69,-63.5057
79804687.50,-63.4747
79809570.31,-63.5013
79814453.12,-63.4544
79819335.94,-63.4733
79824218.75,-63.5305
79829101.56,-63.4450
79833984.38,-63.1220
79838867.19,-63.3246
79843750.00,-63.4297
79848632.81,-63.5157
79853515.62,-63.5189
79858398.44,-63.5162
79863281.25,-63.6342
79868164.06,-63.6375
79873046.88,-63.5551
79877929.69,-63.5157
79882812.50,-63.3589
79887695.31,-63.5128
79892578.12,-63.4968
79897460.94,-63.2374
79902343.75,-63.0130
79907226.56,-63.3254
79912109.38,-63.3568
79916992.19,-63.3458
79921875.00,-63.3407
79926757.81,-63.0612
79931640.62,-62.9247
79936523.44,-62.9098
79941406.25,-62.8512
79946289.06,-62.8617
79951171.88,-62.6917
79956054.69,-63.0715
79960937.50,-63.0596
79965820.31,-63.0202
79970703.12,-63.0044
79975585.94,-62.9157
79980468.75,-62.5710
79985351.56,-62.6541
79990234.38,-62.2532
79995117.19,-20.6162
80000000.00,-13.2060
80004882.81,-20.6166
80009765.62,-62.1376
80014648.44,-62.7090
80019531.25,-62.6084
80024414.06,-62.9137
80029296.88,-63.0400
80034179.69,-63.0918
80039062.50,-62.9700
80043945.31,-62.9663
80048828.12,-62.8315
80053710.94,-62.9714
80058593.75,-62.8837
80063476.56,-62.8452
80068359.38,-62.9901
80073242.19,-63.0436
80078125.00,-63.1492
80083007.81,-63.2570
80087890.62,-63.1683
80092773.44,-63.1742
80097656.25,-62.9394
80102539.06,-63.0955
80107421.88,-63.4042
80112304.69,-63.4913
80117187.50,-63.5400
80122070.31,-63.5613
80126953.12,-63.5156
80131835.94,-63.5730
80136718.75,-63.6551
80141601.56,-63.6220
80146484.38,-63.6591
80151367.19,-63.6214
80156250.00,-63.6147
80161132.81,-63.6175
80166015.62,-63.6290
80170898.44,-63.6044
80175781.25,-63.6160
80180664.06,-63.6891
80185546.88,-63.8017
80190429.69,-63.7617
80195312.50,-63.7077
80200195.31,-63.6573
80205078.12,-63.6427
80209960.94,-63.6804
80214843.75,-63.6952
80219726.56,-63.7162
80224609.38,-63.8152
80229492.19,-63.8092
80234375.00,-63.7340
80239257.81,-63.7284
80244140.62,-63.7158
80249023.44,-63.6364
80253906.25,-63.6472
80258789.06,-63.7122
80263671.88,-63.5770
80268554.69,-63.6283
80273437.50,-63.7214
80278320.31,-63.7818
80283203.12,-63.7109
80288085.94,-63.7350
80292968.75,-63.8133
80297851.56,-63.8062
80302734.38,-63.7686
80307617.19,-63.6595
80312500.00,-63.4986
80317382.81,-63.6474
80322265.62,-63.7101
80327148.44,-63.7184
80332031.25,-63.7150
80336914.06,-63.6780
80341796.88,-63.6546
80346679.69,-63.5934
80351562.50,-63.6127
80356445.31,-63.4825
80361328.12,-63.4151
80366210.94,-63.6063
80371093.75,-63.5706
80375976.56,-63.5978
80380859.38,-63.5970
80385742.19,-63.6282
80390625.00,-63.6989
80395507.81,-63.7093
80400390.62,-63.6950
80405273.44,-63.4288
80410156.25,-63.3661
80415039.06,-63.7163
80419921.88,-63.7443
80424804.69,-63.7838
80429687.50,-63.7497
80434570.31,-63.7311
80439453.12,-63.7868
80444335.94,-63.7772
80449218.75,-63.7301
80454101.56,-63.4668
80458984.38,-63.6736
80463867.19,-63.7759
80468750.00,-63.7845
80473632.81,-63.8496
80478515.62,-63.8186
80483398.44,-63.7597
80488281.25,-63.7411
80493164.06,-63.6092
80498046.88,-63.5631
80502929.69,-63.5462
80507812.50,-63.7328
80512695.31,-63.7155
80517578.12,-63.6028
80522460.94,-63.5500
80527343.75,-63.5014
80532226.56,-63.4242
80537109.38,-63.5242
80541992.19,-63.4081
80546875.00,-63.1034
80551757.81,-62.9952
80556640.62,-63.1296
80561523.44,-63.1365
80566406.25,-63.1297
80571289.06,-63.2155
80576171.88,-63.3652
80581054.69,-63.3846
80585937.50,-63.4683
80590820.31,-63.4197
80595703.12,-63.3531
80600585.94,-63.4373
80605468.75,-63.5798
80610351.56,-63.5723
80615234.38,-63.6095
80620117.19,-63.5395
80625000.00,-63.6245
80629882.81,-63.5671
80634765.62,-63.6414
80639648.44,-63.7126
80644531.25,-63.6662
80649414.06,-63.7443
80654296.88,-63.7543
80659179.69,-63.7985
80664062.50,-63.7127
80668945.31,-63.6819
80673828.12,-63.6238
80678710.94,-63.7166
80683593.75,-63.8305
80688476.56,-63.8686
80693359.38,-63.8791
80698242.19,-63.9136
80703125.00,-63.8549
80708007.81,-63.7966
80712890.62,-63.8424
80717773.44,-63.8114
80722656.25,-63.8148
80727539.06,-63.7811
80732421.88,-63.6026
80737304.69,-63.1779
80742187.50,-62.0703
80747070.31,-61.2179
80751953.12,-61.8672
80756835.94,-63.1368
80761718.75,-63.7257
80766601.56,-63.8316
80771484.38,-63.9357
80776367.19,-63.8659
80781250.00,-63.7896
80786132.81,-63.7991
80791015.62,-63.8141
80795898.44,-63.7248
80800781.25,-63.7378
80805664.06,-63.9206
80810546.88,-63.9275
80815429.69,-63.9347
80820312.50,-63.8506
80825195.31,-63.8426
80830078.12,-63.8611
80834960.94,-63.8201
80839843.75,-63.7954
80844726.56,-63.8992
80849609.38,-63.9318
80854492.19,-63.9364
80859375.00,-63.8510
80864257.81,-63.8355
80869140.62,-63.9152
80874023.44,-63.8861
80878906.25,-63.8522
80883789.06,-63.6897
80888671.88,-63.7582
80893554.69,-63.8747
80898437.50,-63.9114
80903320.31,-63.7551
80908203.12,-63.7317
80913085.94,-63.8251
80917968.75,-63.8954
80922851.56,-63.9059
80927734.38,-63.8630
80932617.19,-63.7974
80937500.00,-63.9129
80942382.81,-63.8899
80947265.62,-63.9514
80952148.44,-63.9688
80957031.25,-64.0189
80961914.06,-64.0476
80966796.88,-63.9704
80971679.69,-64.0230
80976562.50,-64.0075
80981445.31,-63.9107
80986328.12,-64.0362
80991210.94,-63.9448
80996093.75,-63.6744
81000976.56,-63.3310
81005859.38,-63.8093
81010742.19,-63.9955
81015625.00,-64.1140
81020507.81,-63.9710
81025390.62,-63.6944
81030273.44,-63.8357
81035156.25,-63.9869
81040039.06,-63.9813
81044921.88,-63.9982
81049804.69,-64.0588
81054687.50,-64.0233
81059570.31,-64.0749
81064453.12,-64.0128
81069335.94,-64.0026
81074218.75,-63.8493
81079101.56,-63.8925
81083984.38,-64.0401
81088867.19,-64.0783
81093750.00,-64.0395
81098632.81,-64.0573
81103515.62,-64.1391
81108398.44,-64.0828
81113281.25,-64.1437
81118164.06,-64.0757
81123046.88,-63.7918
81127929.69,-63.9380
81132812.50,-63.9866
81137695.31,-63.9429
81142578.12,-63.9107
81147460.94,-63.8613
81152343.75,-63.9395
